chromosome1	x1	x2	chromosome2	y1	y2	color	APScoreAvg	ProbabilityofEnrichment	RegAPScoreAvg	Avg_diffMaxNeihgboor_1	Avg_diffMaxNeihgboor_2	avg	std	value
chr1	13665000	13670000	chr1	13960000	13965000	0,0,0	4.092137	0.9919419	2.5752318	1.1499224	2.2176955	3.7994244	0.8031999	4.8215775
chr1	74550000	74560000	chr1	74680000	74690000	0,0,0	2.3588114	0.9890346	1.784184	1.000765	1.217623	3.623908	0.38368747	4.513477
chr1	74000000	74005000	chr1	74690000	74695000	0,0,0	3.016423	0.98132366	1.947972	1.1534907	1.626509	2.9555845	0.750316	3.9809096
chr1	181480000	181485000	chr1	181675000	181680000	0,0,0	2.9833076	0.97096497	2.0763144	0.8691176	1.2468855	2.767069	0.5466257	3.5396183
chr1	28250000	28255000	chr1	28505000	28510000	0,0,0	3.5519733	1.0	2.2206752	1.0205537	1.4452676	2.4320383	0.4608427	3.3391974
chr1	118150000	118155000	chr1	119005000	119010000	0,0,0	3.999599	0.99958855	2.0550418	4.0300617	5.7442207	6.6317163	1.7542623	10.213993
chr1	222735000	222740000	chr1	223085000	223090000	0,0,0	4.908078	0.9995787	3.1067147	1.6534177	3.630869	6.3033013	0.9391142	7.773006
chr1	196145000	196150000	chr1	196305000	196310000	0,0,0	7.688823	0.9998955	3.7185502	3.567058	5.6131682	5.996916	1.6914922	9.167634
chr1	242465000	242470000	chr1	242640000	242645000	0,0,0	2.7336514	0.95736	1.7874011	0.8801204	1.2665024	2.3729613	0.44201207	3.1552904
chr1	177350000	177355000	chr1	177945000	177950000	0,0,0	2.7171736	0.98690164	1.6069314	1.5132719	2.011462	2.990588	0.8264573	4.3357186
chr1	151590000	151595000	chr1	151840000	151845000	0,0,0	2.833586	0.9818106	1.6345421	1.7233458	1.7878895	2.475469	0.8712148	4.007332
chr1	20215000	20220000	chr1	20425000	20430000	0,0,0	2.6085305	0.9924015	1.6760012	1.4610784	1.9955121	3.581573	0.77718234	4.8803096
chr1	72180000	72190000	chr1	72620000	72630000	0,0,0	2.4199	0.99006146	1.8320819	0.95754415	2.043788	5.795089	0.61520636	6.6462393
chr1	156890000	156895000	chr1	156925000	156930000	0,0,0	2.6911814	0.9695508	1.4263136	1.3304025	1.8993031	2.3094761	0.48888454	3.4920564
chr1	213375000	213380000	chr1	214120000	214125000	0,0,0	3.5627413	0.99818105	2.15947	2.1365519	4.2052627	6.6697345	1.5078657	8.568892
chr1	77215000	77220000	chr1	77530000	77535000	0,0,0	2.3410966	0.97972804	1.5508966	0.94143057	1.5855639	3.0620937	0.60518605	3.898921
chr1	54405000	54410000	chr1	54485000	54490000	0,0,0	5.0933857	0.99493384	2.3352196	2.5444264	3.20016	3.0240076	0.96103895	5.2857203
chr1	43225000	43230000	chr1	43410000	43415000	0,0,0	4.8222055	0.9988108	3.2401555	1.4328849	2.736135	5.4615	0.9669202	6.735176
chr1	17660000	17665000	chr1	17825000	17830000	0,0,0	3.4874737	0.979728	2.0109339	1.4164796	1.8710406	2.6398265	0.69134015	3.8989193
chr1	118150000	118155000	chr1	119275000	119280000	0,0,0	3.0032113	0.9939939	1.6248014	3.7771277	4.5996876	5.6897736	1.5025657	9.04722
chr1	161485000	161490000	chr1	161610000	161615000	0,0,0	6.2834544	1.0	3.5480416	1.1096694	1.8960745	2.6167805	0.67046285	3.6031535
chr1	66765000	66770000	chr1	67210000	67215000	0,0,0	3.4684606	0.9880423	1.9923013	1.329296	2.2791636	3.24524	0.77696717	4.4268365
chr1	62290000	62295000	chr1	62405000	62410000	0,0,0	3.2195327	0.9751185	2.13224	1.0233362	1.4376034	2.7843833	0.54502195	3.6940155
chr1	7040000	7045000	chr1	7645000	7650000	0,0,0	4.8263707	0.99996114	2.3487983	5.5159187	7.492674	7.8767877	2.433431	12.779827
chr1	98790000	98800000	chr1	98980000	98990000	0,0,0	2.8819714	0.9898664	1.7898031	2.212141	2.8161454	4.65752	0.8619943	6.623867
chr1	176560000	176565000	chr1	176690000	176695000	0,0,0	4.684933	0.99765617	2.209312	2.6527677	3.674289	3.698567	0.9512974	6.056583
chr1	234480000	234490000	chr1	235410000	235420000	0,0,0	3.7524736	0.9956598	2.0092928	2.7764287	4.1219726	5.123457	1.0119673	7.5913944
chr1	61355000	61360000	chr1	61585000	61590000	0,0,0	2.6456141	0.9310536	1.6077394	1.0204188	1.1293005	1.7676643	0.41170546	2.6747031
chr1	58785000	58790000	chr1	59025000	59030000	0,0,0	2.1054683	0.9531443	1.4760319	0.8454137	1.0071301	2.3095214	0.3496104	3.0610003
chr1	12120000	12125000	chr1	12205000	12210000	0,0,0	10.6578	0.9999799	4.8970723	4.087734	7.0915017	7.183195	2.084798	10.816736
chr1	179865000	179870000	chr1	180175000	180180000	0,0,0	6.281923	0.99905753	3.401997	2.2838044	3.8492193	4.9376516	1.0632526	6.9677
chr1	225470000	225475000	chr1	225845000	225850000	0,0,0	5.4052815	0.99994916	3.2108924	3.213573	4.6651115	7.0309253	2.0200183	9.887435
chr1	182080000	182085000	chr1	182780000	182785000	0,0,0	4.2719088	0.996415	2.5714502	1.7743762	2.615448	4.054365	1.0024633	5.6315885
chr1	63005000	63010000	chr1	63440000	63445000	0,0,0	2.927907	0.9897617	1.5647461	1.7667832	2.4499047	3.0116208	0.98806757	4.5820947
chr1	94850000	94855000	chr1	95235000	95240000	0,0,0	4.9495525	1.0	2.9874854	0.90802395	1.2443085	1.9347681	0.43566862	2.7419004
chr1	239405000	239410000	chr1	239895000	239900000	0,0,0	4.8364177	0.99985826	2.5555315	3.6966815	4.6821103	5.5762963	1.4948248	8.862235
chr1	204160000	204165000	chr1	204205000	204210000	0,0,0	3.4887905	0.98569316	1.9308091	1.3997906	2.2638216	3.0032015	0.62974876	4.2474594
chr1	72620000	72625000	chr1	73095000	73100000	0,0,0	2.3952076	0.9547648	1.4859462	0.9273982	1.3728173	2.2718465	0.64259815	3.0962005
chr1	197520000	197525000	chr1	198685000	198690000	0,0,0	4.144127	0.9996285	2.4782233	1.9479446	3.9873524	6.167287	1.3134183	7.898793
chr1	154675000	154680000	chr1	155075000	155080000	0,0,0	3.545938	0.98457605	1.9608079	1.5901616	2.119162	2.758789	0.9049173	4.172266
chr1	234865000	234870000	chr1	235080000	235085000	0,0,0	3.4471757	1.0	2.583259	0.62917566	0.89682853	2.534338	0.4692467	3.0936053
chr1	160100000	160105000	chr1	160250000	160255000	0,0,0	4.0646644	0.9928575	2.3827085	1.5876853	2.401597	3.530929	0.8866294	4.942205
chr1	110340000	110345000	chr1	110385000	110390000	0,0,0	2.0667498	0.9232257	1.4284983	0.8128225	0.8323155	1.8446426	0.3779728	2.5671515
chr1	67685000	67690000	chr1	67830000	67835000	0,0,0	2.9399078	1.0	1.935206	0.689661	0.9344518	1.7827258	0.31290096	2.3957577
chr1	111030000	111035000	chr1	111340000	111345000	0,0,0	2.2638588	0.9450485	1.378652	0.81201816	1.3667667	2.179812	0.37800467	2.9016058
chr1	55375000	55380000	chr1	55890000	55895000	0,0,0	2.9531329	0.9959939	1.7933248	1.801723	2.4868186	3.9189796	0.75411636	5.520511
chr1	99805000	99810000	chr1	100110000	100115000	0,0,0	2.5224123	0.9785792	1.6627971	1.1939223	1.4498036	2.7825277	0.58298033	3.8437922
chr1	82775000	82780000	chr1	83855000	83860000	0,0,0	4.1817775	0.99961376	1.5876071	4.7222724	5.257414	3.6622837	1.6589255	7.8598585
chr1	234720000	234725000	chr1	235080000	235085000	0,0,0	4.6197243	0.9983215	2.6998515	2.129726	3.0847945	4.4974265	0.8229476	6.390516
chr1	207575000	207580000	chr1	207670000	207675000	0,0,0	3.595996	1.0	2.441351	0.71607566	1.2436332	2.5559378	0.3355252	3.1924496
chr1	59970000	59980000	chr1	60280000	60290000	0,0,0	2.188131	0.9465479	1.6368605	0.77737504	1.4471025	3.9724948	0.46410453	4.663495
chr1	199115000	199120000	chr1	199550000	199555000	0,0,0	2.627592	0.9803707	1.4600914	1.714265	1.8720815	2.407347	0.9625314	3.9311383
chr1	52550000	52555000	chr1	52665000	52670000	0,0,0	3.7008834	0.9903785	2.0946546	1.5575204	2.3707037	3.259776	0.7484234	4.644239
chr1	153510000	153515000	chr1	153745000	153750000	0,0,0	3.7714643	1.0	2.2508988	1.0893172	1.2964222	1.9542387	0.5799732	2.9225209
chr1	20785000	20790000	chr1	21195000	21200000	0,0,0	3.6156437	0.9957598	2.3667164	1.5885043	2.1546404	4.0517025	1.1066886	5.4637065
chr1	36150000	36155000	chr1	36285000	36290000	0,0,0	3.7505093	0.9952605	2.434063	1.3850275	2.242969	4.12124	0.71625674	5.352376
chr1	6715000	6720000	chr1	6885000	6890000	0,0,0	3.7718601	0.9793405	2.4300222	1.2874352	1.5130048	2.7355952	0.69568545	3.879982
chr1	176895000	176900000	chr1	177780000	177785000	0,0,0	3.1855419	0.9960081	2.1218545	1.7627108	3.1287053	6.119145	1.1071479	7.685999
chr1	197775000	197780000	chr1	197865000	197870000	0,0,0	2.368482	0.9340604	1.5919203	0.7472701	1.0194664	2.0550575	0.3403945	2.7192976
chr1	153675000	153680000	chr1	153745000	153750000	0,0,0	5.668461	0.99675214	3.124029	1.8247349	3.1067162	4.1083655	0.75074655	5.730352
chr1	153815000	153820000	chr1	153915000	153920000	0,0,0	2.4340253	0.9765012	1.9124155	0.648556	0.9317806	3.1747007	0.40631008	3.751195
chr1	181475000	181480000	chr1	182400000	182405000	0,0,0	2.4978168	0.9811471	1.7711488	0.90646315	1.352072	3.1657572	0.54226345	3.9715018
chr1	228660000	228665000	chr1	229255000	229260000	0,0,0	9.50386	0.99999446	4.9557614	4.6986766	6.702777	7.9293847	2.5035622	12.105987
chr1	225870000	225875000	chr1	225970000	225975000	0,0,0	4.165066	0.98727494	3.0037491	0.91464263	1.444179	3.5516176	0.57295334	4.3646336
chr1	245315000	245320000	chr1	246000000	246005000	0,0,0	2.386791	0.9594353	1.6185914	1.4059685	1.809775	3.7468114	0.77672935	4.996561
chr1	55700000	55705000	chr1	55845000	55850000	0,0,0	2.061071	0.9285135	1.4241802	0.8059323	0.87098473	1.9221365	0.40518597	2.6385207
chr1	65135000	65140000	chr1	65200000	65205000	0,0,0	2.1272557	0.9105341	1.5549393	0.60875726	0.71046805	1.8730303	0.33417085	2.4141479
chr1	205655000	205660000	chr1	205710000	205715000	0,0,0	2.4753213	0.9682716	1.4680681	1.1092935	1.6394694	2.4648628	0.57274806	3.4509015
chr1	160045000	160050000	chr1	160080000	160085000	0,0,0	2.2089155	1.0	1.7583705	0.26665333	0.5401816	1.8762889	0.20822507	2.1133142
chr1	162510000	162515000	chr1	162795000	162800000	0,0,0	3.767119	0.97756773	1.9520309	1.8834949	1.9173108	2.1234295	1.0860082	3.7976475
chr1	23975000	23980000	chr1	24025000	24030000	0,0,0	3.04815	0.99152666	1.8266002	1.6863296	2.144515	3.2723665	0.7208942	4.771326
chr1	193180000	193185000	chr1	194290000	194295000	0,0,0	4.8515778	0.9998834	2.6475348	3.6640296	4.5976634	5.8010826	1.6868546	9.057998
chr1	41265000	41270000	chr1	41430000	41435000	0,0,0	5.3963566	0.9983809	3.2198844	2.0633624	3.0182877	4.5924683	1.0905833	6.426568
chr1	29235000	29240000	chr1	30090000	30095000	0,0,0	5.8747983	0.998537	3.1799552	2.7963567	3.2806616	4.042313	1.171579	6.527963
chr1	235250000	235255000	chr1	235330000	235335000	0,0,0	2.7363873	0.9748962	1.794975	1.0077962	1.4770527	2.789299	0.541078	3.685118
chr1	54120000	54125000	chr1	54485000	54490000	0,0,0	3.5270042	0.9944728	2.1521864	2.095833	3.4086585	5.4541907	0.95999366	7.317153
chr1	30105000	30110000	chr1	30705000	30710000	0,0,0	3.6421216	0.98895705	2.1115587	1.1628217	2.3776205	3.4728122	0.6106288	4.5064316
chr1	22670000	22675000	chr1	22930000	22935000	0,0,0	7.242506	0.99997634	3.7860055	4.100566	5.893862	7.008234	1.5098581	10.653182
chr1	97665000	97670000	chr1	97815000	97820000	0,0,0	2.225685	0.9068659	1.527903	0.48935905	0.91823965	1.9389752	0.24204001	2.373961
chr1	173420000	173425000	chr1	174070000	174075000	0,0,0	3.7247152	0.9923265	1.9150225	2.2854884	2.5547194	2.8389392	0.786159	4.8704844
chr1	16080000	16085000	chr1	16185000	16190000	0,0,0	6.92117	0.999928	2.775752	4.5086994	6.6731596	5.5316763	1.8879915	9.53941
chr1	46035000	46040000	chr1	46220000	46225000	0,0,0	5.328019	0.99929667	2.813961	2.9808774	3.86248	4.6107407	1.2728614	7.2604094
chr1	189420000	189430000	chr1	190430000	190440000	0,0,0	2.7427635	0.99780995	1.7376599	3.5309007	4.124677	7.1482663	1.7071508	10.286844
chr1	109545000	109550000	chr1	109770000	109775000	0,0,0	6.1099195	1.0	3.05002	2.2423456	3.0311477	3.313195	1.0076289	5.306391
chr1	181475000	181480000	chr1	181935000	181940000	0,0,0	4.664117	0.99982953	2.6829317	2.9631016	4.278031	6.0440445	1.4300066	8.677913
chr1	62080000	62085000	chr1	62130000	62135000	0,0,0	3.5183222	1.0	1.645156	1.3544596	2.1938462	2.2473457	0.52711505	3.4513097
chr1	220210000	220215000	chr1	220770000	220775000	0,0,0	3.2348387	0.9962356	2.1707897	1.2184627	2.2600775	4.4996715	0.82821786	5.5827494
chr1	64265000	64270000	chr1	64825000	64830000	0,0,0	7.023066	0.9998787	3.5570323	3.067083	5.420828	6.292149	1.8161802	9.018445
chr1	218545000	218550000	chr1	219065000	219070000	0,0,0	3.164353	0.9935257	2.0354552	1.718714	1.9503276	3.5126889	0.8391487	5.040435
chr1	9785000	9790000	chr1	9865000	9870000	0,0,0	5.0421863	0.9986821	2.4389968	2.6877751	4.0063934	4.24325	1.4432713	6.6323833
chr1	182085000	182090000	chr1	182395000	182400000	0,0,0	7.0398016	0.9999979	3.2714388	5.3245845	8.28515	8.35585	2.2870967	13.088814
chr1	73445000	73450000	chr1	73650000	73655000	0,0,0	2.070299	0.91344035	1.4096383	0.58582973	0.92728394	1.9264374	0.46979985	2.447175
chr1	94850000	94855000	chr1	95040000	95045000	0,0,0	12.834446	1.0	5.6146636	5.673129	8.2117	7.52698	2.4706924	12.569762
chr1	157575000	157580000	chr1	157945000	157950000	0,0,0	3.163214	0.97314143	2.1165094	0.99144125	1.3746576	2.7362638	0.5528657	3.617545
chr1	178540000	178545000	chr1	179000000	179005000	0,0,0	7.4977007	0.9999963	4.2312946	4.2717514	6.3800726	8.713281	1.6039453	12.510392
chr1	70680000	70685000	chr1	71045000	71050000	0,0,0	4.4336247	0.9968027	2.3317943	2.0283806	3.242063	3.9430356	0.9426769	5.746041
chr1	77145000	77150000	chr1	77675000	77680000	0,0,0	5.0376587	0.9963879	2.4112036	2.9598756	3.101593	2.9930534	1.3272524	5.624054
chr1	111220000	111225000	chr1	111395000	111400000	0,0,0	4.971722	0.9990823	2.727999	2.559926	3.6521373	4.718895	1.4125228	6.9943852
chr1	91725000	91730000	chr1	91880000	91885000	0,0,0	2.5455456	0.98328286	1.5779516	1.5364667	1.6619611	2.7259982	0.66778475	4.0917463
chr1	151025000	151030000	chr1	151155000	151160000	0,0,0	3.6372733	0.9827121	2.113051	1.3022466	2.0060647	2.9006147	0.63651	4.0581675
chr1	203345000	203350000	chr1	203700000	203705000	0,0,0	2.8816953	0.9783973	1.8538535	1.272706	1.5011252	2.7040417	0.72359365	3.835336
chr1	234725000	234730000	chr1	234850000	234855000	0,0,0	2.8569572	1.0	1.9775026	0.81826746	0.9082434	2.0115778	0.3423658	2.7389266
chr1	55135000	55140000	chr1	56585000	56590000	0,0,0	2.8561966	0.98909575	1.992147	1.6391968	2.271483	5.0823646	1.0837702	6.539428
chr1	15805000	15810000	chr1	15920000	15925000	0,0,0	2.910806	0.98763037	2.1441638	0.9563598	1.329649	3.5428672	0.4972594	4.392965
