chromosome1	x1	x2	chromosome2	y1	y2	color	APScoreAvg	ProbabilityofEnrichment	RegAPScoreAvg	Avg_diffMaxNeihgboor_1	Avg_diffMaxNeihgboor_2	avg	std	value
chr1	147490000	147495000	chr1	147630000	147635000	0,0,0	6.585586	0.99958676	2.8660371	4.201145	4.7761645	4.0579634	1.7385052	7.7923145
chr1	157870000	157880000	chr1	158120000	158130000	0,0,0	3.2496889	0.99311113	1.8874283	1.9928775	3.6319377	5.294822	0.82056755	7.0662684
chr1	51625000	51630000	chr1	51765000	51770000	0,0,0	5.2430406	0.99921894	2.7821712	2.4412005	4.0271497	4.985673	0.8881789	7.1556287
chr1	179250000	179260000	chr1	179600000	179610000	0,0,0	3.914615	0.9911498	2.091634	2.1733394	2.3534408	2.7959445	0.93213487	4.7278013
chr1	177955000	177960000	chr1	178510000	178515000	0,0,0	3.6881905	1.0	2.3178208	1.0781301	1.5741625	2.681666	0.39437538	3.6400037
chr1	62845000	62850000	chr1	63440000	63445000	0,0,0	3.238241	0.9902934	1.48504	2.4175103	2.712565	2.486529	1.2573581	4.635427
chr1	64260000	64270000	chr1	64820000	64830000	0,0,0	6.493827	0.9999824	2.8663092	5.682704	9.056802	8.580427	3.1537962	13.63172
chr1	203340000	203350000	chr1	203700000	203710000	0,0,0	3.6637487	0.99605626	2.3032668	2.1100833	3.4124327	5.82409	1.5974671	7.69972
chr1	237860000	237865000	chr1	238430000	238435000	0,0,0	2.8633509	0.96971375	1.7081002	1.0666233	1.6714925	2.5493152	0.73329633	3.4974246
chr1	36150000	36155000	chr1	36285000	36290000	0,0,0	4.168015	0.9972103	2.4646485	1.7964548	2.8580365	4.2855873	0.75238264	5.882436
chr1	240025000	240030000	chr1	240145000	240150000	0,0,0	6.153024	1.0	3.1145413	2.1679215	3.3289864	3.7922266	1.1376605	5.7192683
chr1	174420000	174425000	chr1	174720000	174725000	0,0,0	2.661863	0.9717387	1.5450859	1.5182401	1.5789589	2.2170856	0.801737	3.566632
chr1	199685000	199690000	chr1	200120000	200125000	0,0,0	3.3745704	0.99712765	1.7093002	2.866508	3.0799267	3.3052337	1.1470327	5.853241
chr1	217390000	217400000	chr1	217740000	217750000	0,0,0	2.5361779	0.98141503	1.7293946	1.5711107	2.1572123	4.5239606	0.77742016	5.9205036
chr1	163090000	163100000	chr1	163280000	163290000	0,0,0	2.2891526	0.9692472	1.6286287	1.5120474	1.6457456	3.9831407	0.69110006	5.327183
chr1	244860000	244865000	chr1	244970000	244975000	0,0,0	3.0474887	0.9895204	1.7685432	1.3560675	2.3113391	3.3534024	0.75320876	4.558796
chr1	218490000	218495000	chr1	218700000	218705000	0,0,0	2.1922624	0.94714946	1.548389	0.6751529	1.0118917	2.3404558	0.4235191	2.9405918
chr1	115550000	115555000	chr1	115585000	115590000	0,0,0	2.3038144	0.9270417	1.5089287	0.78723586	1.0178467	1.918374	0.4049975	2.618139
chr1	52400000	52405000	chr1	52680000	52685000	0,0,0	5.340893	0.9991182	2.7602057	3.2207665	3.70043	4.171375	1.965803	7.0342784
chr1	235250000	235255000	chr1	235330000	235335000	0,0,0	3.6664822	0.99133736	1.7581593	2.2009406	2.761826	2.7928393	0.90585726	4.749231
chr1	180530000	180535000	chr1	180860000	180865000	0,0,0	11.193431	0.9999992	4.6307564	7.60437	9.096545	7.3207746	2.550528	14.0802145
chr1	65720000	65725000	chr1	66240000	66245000	0,0,0	4.130667	0.98608637	2.33365	1.3285667	2.241891	3.0943823	0.80726475	4.2753305
chr1	116575000	116580000	chr1	117055000	117060000	0,0,0	4.1129503	0.9968241	2.3054824	1.7238744	3.0882142	4.220431	0.9759852	5.752764
chr1	50365000	50370000	chr1	50700000	50705000	0,0,0	6.6000133	1.0	3.136071	2.0940385	3.0416863	3.1244915	1.0142776	4.985859
chr1	93750000	93755000	chr1	93805000	93810000	0,0,0	2.806242	0.98363733	1.6727283	1.4412766	1.875329	2.832044	0.56868464	4.1131787
chr1	116360000	116365000	chr1	116480000	116485000	0,0,0	3.8336823	0.9838446	1.9065303	1.9783773	2.25153	2.367368	0.83931863	4.125926
chr1	200620000	200625000	chr1	200800000	200805000	0,0,0	4.72615	0.9997362	2.4884725	2.4697785	4.8618484	6.045784	1.529153	8.241143
chr1	231865000	231870000	chr1	232305000	232310000	0,0,0	2.3954463	0.9830324	1.4569339	1.3714311	1.8100318	2.8578217	0.8099291	4.076872
chr1	209850000	209860000	chr1	210320000	210330000	0,0,0	3.918235	0.99657226	2.3113914	2.0840304	2.5952907	3.8239763	0.9368011	5.676448
chr1	23085000	23090000	chr1	23270000	23275000	0,0,0	3.5021586	0.98456013	2.3540614	1.3344764	1.4693819	2.9850318	0.55706173	4.171233
chr1	234595000	234600000	chr1	234865000	234870000	0,0,0	2.681386	0.98096895	1.5116298	1.5583827	1.9215357	2.576864	0.8129537	3.9620929
chr1	44005000	44010000	chr1	44040000	44045000	0,0,0	3.8492396	0.9803075	2.150461	1.2764274	2.0703878	2.7933235	0.6336395	3.9279258
chr1	153675000	153680000	chr1	153750000	153755000	0,0,0	5.257072	1.0	2.825591	1.8297906	2.6468601	3.3020458	0.8880481	4.9285264
chr1	63690000	63695000	chr1	63915000	63920000	0,0,0	3.3643246	0.9837167	1.945865	1.4139817	2.0058851	2.8611693	0.7338992	4.118042
chr1	206760000	206770000	chr1	207490000	207500000	0,0,0	3.6578157	0.9979281	2.1532128	2.553789	2.6950564	3.9098985	1.0476074	6.179933
chr1	63620000	63630000	chr1	64150000	64160000	0,0,0	3.0570107	0.99911344	2.0114815	3.8679066	4.1441503	7.935746	1.6598475	11.373885
chr1	5510000	5520000	chr1	5910000	5920000	0,0,0	3.97371	0.99835145	2.1485858	2.5526757	3.322779	4.1394796	1.2451957	6.4085255
chr1	66990000	67000000	chr1	67420000	67430000	0,0,0	2.647294	0.98772275	1.6675411	1.6322732	1.7285404	2.9495533	1.0881182	4.4004626
chr1	16950000	16955000	chr1	17045000	17050000	0,0,0	9.817493	1.0	3.5250351	5.386255	7.0511866	4.942189	2.1463752	9.729971
chr1	24845000	24850000	chr1	25205000	25210000	0,0,0	5.03875	0.9936781	2.9033206	1.4829463	2.6120276	3.7460845	0.90313476	5.064259
chr1	231355000	231360000	chr1	231420000	231425000	0,0,0	3.7305973	0.9842635	1.8913401	1.6276991	2.3847694	2.7053578	0.63203764	4.1522017
chr1	185310000	185315000	chr1	185520000	185525000	0,0,0	2.6832855	0.98935306	1.5749359	1.7283393	2.0678573	3.0066495	0.8520382	4.542951
chr1	214330000	214335000	chr1	214585000	214590000	0,0,0	4.014236	0.99926174	1.985936	3.2146525	4.086492	4.3545074	1.8535819	7.2119765
chr1	61055000	61060000	chr1	61335000	61340000	0,0,0	4.019183	0.9976262	2.4201684	1.9360175	2.7890806	4.3229876	1.1906549	6.043892
chr1	39605000	39610000	chr1	39650000	39655000	0,0,0	2.7142446	0.98475933	1.433183	1.7298892	2.2207704	2.6465433	0.689487	4.1842227
chr1	21220000	21230000	chr1	21490000	21500000	0,0,0	4.5338755	0.99933654	2.8768334	1.803103	3.2779257	5.716011	1.2536482	7.318769
chr1	44225000	44230000	chr1	44365000	44370000	0,0,0	2.7731855	0.9462276	1.5145887	1.0961279	1.5249436	1.9489623	0.59914315	2.9232984
chr1	32450000	32455000	chr1	32620000	32625000	0,0,0	3.4384713	0.9922679	1.60683	2.511092	2.7919686	2.6307967	0.98344016	4.8628783
chr1	84440000	84445000	chr1	84745000	84750000	0,0,0	6.4358673	0.9995019	3.2641537	3.665562	4.023607	4.3471394	1.7465142	7.605417
chr1	228830000	228835000	chr1	229210000	229215000	0,0,0	2.392092	0.9842419	1.4225488	1.6572691	1.8000859	2.6777031	0.9779701	4.150831
chr1	108510000	108515000	chr1	108645000	108650000	0,0,0	6.5563345	0.9993628	2.995971	3.3564277	4.5660887	4.375711	1.5834312	7.3592014
chr1	41810000	41815000	chr1	42030000	42035000	0,0,0	3.1226892	0.9859616	2.0072093	1.5089738	1.6268162	2.9250903	0.80198735	4.2664003
chr1	67230000	67235000	chr1	67505000	67510000	0,0,0	6.5084753	1.0	3.2296975	2.8666415	3.4803152	3.6942542	1.534913	6.24238
chr1	30100000	30110000	chr1	30700000	30710000	0,0,0	2.6247864	0.976775	1.7193899	1.4346671	2.332751	4.383835	0.7674405	5.659095
chr1	990000	995000	chr1	1255000	1260000	0,0,0	3.567466	0.9956857	1.7458438	2.6512055	3.0197644	3.0897532	1.4080553	5.44638
chr1	209570000	209575000	chr1	209745000	209750000	0,0,0	4.7170486	0.99724996	2.4894922	2.282876	3.2095847	3.8675303	1.0569011	5.8967533
chr1	23215000	23220000	chr1	23270000	23275000	0,0,0	3.1367164	0.9835817	1.9008427	1.3063645	1.8769205	2.9485745	0.6312579	4.1097875
chr1	211465000	211470000	chr1	211655000	211660000	0,0,0	3.849492	1.0	2.100955	1.3681881	2.047628	2.6328077	0.7784058	3.8489752
chr1	7035000	7040000	chr1	7645000	7650000	0,0,0	4.2926664	0.9994753	2.4121687	3.9573936	4.829698	6.429014	1.6793566	9.946698
chr1	13665000	13670000	chr1	13960000	13965000	0,0,0	5.020267	0.99578744	2.6982605	1.8452492	3.03071	3.8300257	1.1803714	5.470247
chr1	162875000	162880000	chr1	163065000	163070000	0,0,0	3.1109807	0.98892075	1.9776871	1.535254	1.7955648	3.1384754	1.0591203	4.5031457
chr1	202005000	202010000	chr1	202115000	202120000	0,0,0	11.988166	0.99999547	5.594934	5.415681	7.542666	7.487547	2.5471091	12.301485
chr1	94855000	94860000	chr1	94925000	94930000	0,0,0	2.618594	0.95155287	1.658122	0.951596	1.2593418	2.1817324	0.39950106	3.0275955
chr1	95310000	95320000	chr1	96170000	96180000	0,0,0	3.1575048	0.9949637	1.5938894	2.4932034	2.8478467	3.07545	1.035799	5.2916307
chr1	198770000	198775000	chr1	198880000	198885000	0,0,0	3.0151076	1.0	1.7709042	0.7576264	1.4778833	2.206155	0.54403937	2.879601
chr1	116575000	116580000	chr1	116815000	116820000	0,0,0	4.610869	1.0	2.271476	1.6064109	2.8075752	3.1267893	0.74907196	4.55471
chr1	71140000	71150000	chr1	73080000	73090000	0,0,0	3.2138138	0.9924462	1.7656786	3.2403247	3.2807672	4.080686	1.9170686	6.9609747
chr1	97225000	97230000	chr1	97820000	97825000	0,0,0	3.6148162	0.991449	1.6048589	2.531803	2.8715072	2.51171	1.0304695	4.7622013
chr1	115605000	115610000	chr1	115715000	115720000	0,0,0	3.1681106	0.98275393	1.7449386	1.6143963	2.0429432	2.625572	0.9685002	4.060591
chr1	89520000	89525000	chr1	89595000	89600000	0,0,0	4.097885	0.98593724	2.3256953	1.3917977	2.1858456	3.0275116	0.81720644	4.264665
chr1	204430000	204435000	chr1	204500000	204505000	0,0,0	5.586602	0.998338	2.7104905	2.9736524	3.6617107	3.7571335	1.156988	6.40038
chr1	111490000	111500000	chr1	112350000	112360000	0,0,0	3.2005477	0.9942784	1.95679	1.899341	2.1859322	3.4757376	1.1926934	5.1640406
chr1	52430000	52440000	chr1	52680000	52690000	0,0,0	4.6258674	0.999741	3.1009076	3.0649815	3.9900172	7.99696	1.6545004	10.721388
chr1	247390000	247395000	chr1	247485000	247490000	0,0,0	4.4207807	1.0	2.41884	1.462895	2.208214	2.8542078	0.7718908	4.154559
chr1	150070000	150075000	chr1	150165000	150170000	0,0,0	5.1444235	0.9995794	2.3753238	3.630014	4.7239475	4.5480704	2.2654061	7.7747493
chr1	211685000	211690000	chr1	212340000	212345000	0,0,0	3.846844	0.98485875	2.0236106	1.7727555	2.2171173	2.6149836	1.0308989	4.190766
chr1	52130000	52140000	chr1	52690000	52700000	0,0,0	3.2065957	0.99704313	1.7856973	2.458419	2.8033142	3.638963	1.208569	5.8242245
chr1	72180000	72190000	chr1	72840000	72850000	0,0,0	3.3222451	0.9982478	1.70665	2.6553912	3.4954116	3.9871995	1.0225251	6.3475475
chr1	170090000	170100000	chr1	170920000	170930000	0,0,0	2.7061543	0.99614364	1.7018969	2.946308	4.0908294	6.976689	1.608161	9.595629
chr1	21370000	21375000	chr1	21655000	21660000	0,0,0	3.9886253	0.9866885	2.3498192	1.2197322	2.1632323	3.2353683	0.5046239	4.319575
chr1	68610000	68615000	chr1	69735000	69740000	0,0,0	2.9638276	0.9846568	1.5892215	2.7334304	3.085703	3.714275	1.2268608	6.143991
chr1	201890000	201895000	chr1	201970000	201975000	0,0,0	7.2442417	0.9996817	4.044125	2.7793913	4.1689377	5.5827537	1.6429279	8.053323
chr1	178775000	178780000	chr1	179000000	179005000	0,0,0	4.525382	0.9977551	2.4755886	2.1789389	3.2275636	4.162893	0.7181213	6.0997276
chr1	240025000	240030000	chr1	240690000	240695000	0,0,0	7.0045624	0.9998558	2.6665082	5.496334	5.811346	3.959721	2.4308362	8.845351
chr1	31805000	31810000	chr1	31965000	31970000	0,0,0	4.2111807	0.9946087	2.339299	2.3838577	2.4359827	3.1045206	0.9688687	5.2235055
chr1	18905000	18910000	chr1	18970000	18975000	0,0,0	3.207238	0.97954243	1.8670697	1.3501205	1.8646019	2.689698	0.8104289	3.889805
chr1	234480000	234490000	chr1	235400000	235410000	0,0,0	3.2616246	0.9981128	1.660231	2.412345	3.6064334	4.128996	1.0644108	6.2733026
chr1	20985000	20990000	chr1	21190000	21195000	0,0,0	4.352435	0.9981477	2.3754797	2.1268291	3.4021199	4.4014864	1.1108612	6.2920012
chr1	86380000	86385000	chr1	86700000	86705000	0,0,0	3.0690665	0.9691886	1.9256047	0.9941597	1.5289384	2.5965326	0.42473358	3.48023
chr1	156280000	156285000	chr1	156315000	156320000	0,0,0	2.1849291	0.9357314	1.4876024	0.8077737	0.9649652	2.0269477	0.4888404	2.7449687
chr1	94920000	94925000	chr1	95040000	95045000	0,0,0	3.8226864	0.9907493	2.303056	1.920593	1.9488397	2.976351	0.7606152	4.6835446
chr1	172825000	172830000	chr1	173200000	173205000	0,0,0	4.996899	0.9998052	2.9476078	2.893086	5.622953	8.460647	1.3805207	11.032279
chr1	26170000	26175000	chr1	26320000	26325000	0,0,0	3.5858672	0.99240285	1.4482585	2.6722229	3.2097583	2.5051754	1.0871731	4.8804846
chr1	65230000	65240000	chr1	65440000	65450000	0,0,0	3.0176127	0.99571556	1.9263781	2.425565	3.084873	5.4499526	1.188171	7.6060104
chr1	97680000	97685000	chr1	98040000	98045000	0,0,0	2.707403	0.96468335	1.6574854	1.1586934	1.4467292	2.3137972	0.6790085	3.343747
chr1	152645000	152650000	chr1	152775000	152780000	0,0,0	4.0655656	1.0	2.6778796	0.9751382	1.2785792	2.4448025	0.76783055	3.311592
chr1	48105000	48110000	chr1	48200000	48205000	0,0,0	5.272849	0.9963832	2.8726888	2.2518897	2.8731647	3.6210659	1.2287847	5.622745
chr1	66250000	66255000	chr1	66445000	66450000	0,0,0	10.415009	0.99999475	4.717554	5.418564	7.680581	7.33888	2.342928	12.155381
chr1	1125000	1130000	chr1	1270000	1275000	0,0,0	4.568711	0.996944	2.6045804	2.5331244	2.623607	3.5395784	1.6425035	5.7912445
chr1	153350000	153355000	chr1	153405000	153410000	0,0,0	3.0424078	0.99411935	1.7304254	1.8274345	2.547332	3.5122297	1.0443733	5.1366158
chr1	56585000	56590000	chr1	56705000	56710000	0,0,0	3.8936603	1.0	2.0071235	1.3725739	2.0232563	2.358993	0.74403936	3.5790586
chr1	111480000	111485000	chr1	111765000	111770000	0,0,0	4.548699	0.9986609	2.7740543	2.306661	2.8800504	4.5660844	1.0742536	6.6164503
chr1	197520000	197525000	chr1	198680000	198685000	0,0,0	4.027078	0.9987689	1.9018722	2.952748	4.0487456	4.0758877	1.6697357	6.700553
chr1	178300000	178310000	chr1	178500000	178510000	0,0,0	7.251614	0.9999923	3.951337	4.277965	6.2333093	7.9709463	2.3120944	11.773582
chr1	65710000	65715000	chr1	65945000	65950000	0,0,0	2.5791407	0.9592091	1.9480069	0.5733591	0.936713	2.6899755	0.43822005	3.199628
chr1	99180000	99185000	chr1	99480000	99485000	0,0,0	5.918742	0.99961346	2.9661949	3.4428403	4.4042954	4.7987347	1.4591926	7.859037
chr1	197615000	197620000	chr1	197865000	197870000	0,0,0	3.9779077	0.99932283	2.2812195	2.4498453	3.6390357	5.120673	1.022627	7.298314
chr1	210450000	210455000	chr1	211250000	211255000	0,0,0	2.8173356	0.9926165	1.6858246	1.6541204	2.2535343	3.438686	1.3944703	4.909015
chr1	189710000	189715000	chr1	190315000	190320000	0,0,0	3.043061	0.99157304	1.5846863	2.3179257	2.4180205	2.716437	1.3070606	4.7768154
chr1	53875000	53880000	chr1	53955000	53960000	0,0,0	5.668929	0.99776834	3.0356877	2.6573958	3.1027076	3.7435184	1.0400062	6.1056485
chr1	22670000	22675000	chr1	22930000	22935000	0,0,0	7.587573	0.99996716	3.435248	5.264852	6.196937	5.645864	1.9233142	10.325732
chr1	215275000	215280000	chr1	215515000	215520000	0,0,0	2.8856997	0.9792642	1.4967821	1.8740368	1.9781392	2.2104836	0.64437395	3.8762941
chr1	165600000	165605000	chr1	165910000	165915000	0,0,0	4.5152216	1.0	2.8150458	1.3945676	1.949907	3.2597418	0.9143749	4.499357
chr1	151445000	151450000	chr1	151730000	151735000	0,0,0	3.6827884	0.9979992	2.031801	2.7302554	2.988167	3.7879627	1.2325851	6.214856
chr1	162850000	162860000	chr1	164760000	164770000	0,0,0	4.1086106	0.9986794	1.8763709	3.1863186	4.0354733	3.7980757	1.2308611	6.630359
chr1	27100000	27105000	chr1	27390000	27395000	0,0,0	5.574325	0.99771965	2.1486433	3.2582612	4.212948	3.1878161	1.2154227	6.0840483
chr1	197690000	197700000	chr1	197870000	197880000	0,0,0	2.28306	0.9833074	1.6391022	1.3862925	1.9713677	4.8135977	1.1909888	6.045858
chr1	202505000	202510000	chr1	202595000	202600000	0,0,0	4.9421287	0.9992891	2.1660762	3.7530336	4.4863734	3.913682	1.8403344	7.249712
chr1	150575000	150580000	chr1	150620000	150625000	0,0,0	3.9164495	0.99729234	2.0659125	2.3285875	3.200671	3.8424318	1.0193489	5.912287
chr1	196355000	196360000	chr1	196660000	196665000	0,0,0	6.626559	0.9999686	3.1662915	4.503664	6.2084885	6.36594	2.01584	10.369197
chr1	173440000	173450000	chr1	173660000	173670000	0,0,0	2.359093	0.9852849	1.6658971	1.421535	2.1323981	4.928987	0.7018178	6.1925735
chr1	63770000	63775000	chr1	64240000	64245000	0,0,0	3.8455489	0.9986174	2.1510518	2.6803284	3.1932402	4.2019725	1.0137908	6.5844865
chr1	56825000	56830000	chr1	58160000	58165000	0,0,0	2.927741	0.98582715	1.6923072	2.4861906	2.8686335	4.0262184	1.5440311	6.2361655
chr1	39815000	39820000	chr1	40030000	40035000	0,0,0	5.1029463	0.9955761	2.4952471	2.3279634	3.1647356	3.3519895	0.90315694	5.4212904
chr1	25835000	25840000	chr1	25995000	26000000	0,0,0	4.9363503	1.0	2.5413945	2.0683608	2.6720095	3.0504134	1.0280825	4.8889565
chr1	173260000	173270000	chr1	173790000	173800000	0,0,0	2.56241	0.9649742	1.691171	1.8119446	1.8418605	3.5616581	0.86496645	5.1722755
chr1	48920000	48925000	chr1	50350000	50355000	0,0,0	3.74555	0.9990901	2.0189302	2.756113	3.6659813	4.55301	1.2889223	7.002888
chr1	87130000	87135000	chr1	87275000	87280000	0,0,0	4.2264633	1.0	2.5521362	1.6043143	1.7021794	2.6197896	0.7513727	4.045847
chr1	209200000	209205000	chr1	209560000	209565000	0,0,0	2.6845357	0.97183937	1.67912	1.1544869	1.5120006	2.5439901	0.7584268	3.570201
chr1	56830000	56840000	chr1	58480000	58490000	0,0,0	3.2747693	0.9950701	1.8002443	2.9095466	3.784533	4.860753	1.3933125	7.4470167
chr1	60970000	60975000	chr1	61450000	61455000	0,0,0	3.0939603	0.98630124	1.8440579	2.2038589	2.8593798	4.3166447	1.2477819	6.2756305
chr1	115805000	115810000	chr1	115980000	115985000	0,0,0	7.5831122	0.9999848	2.618818	6.39487	8.153046	5.412123	2.5695653	11.096453
chr1	110610000	110620000	chr1	110990000	111000000	0,0,0	3.2100883	0.9971783	1.7108756	2.305065	3.131779	3.822088	1.2083051	5.8710346
chr1	149960000	149965000	chr1	150170000	150175000	0,0,0	4.45841	0.99905175	2.400347	2.6601372	3.691158	4.597067	1.239368	6.961634
chr1	54670000	54675000	chr1	54805000	54810000	0,0,0	4.307635	0.9920669	2.0398803	1.6141241	3.1719248	3.4024377	1.0135386	4.8372145
chr1	70130000	70135000	chr1	70510000	70515000	0,0,0	4.5092173	0.99520653	2.535473	1.8722224	2.7167807	3.6768582	1.1136338	5.341056
