chromosome1	x1	x2	chromosome2	y1	y2	color	APScoreAvg	ProbabilityofEnrichment	RegAPScoreAvg	Avg_diffMaxNeihgboor_1	Avg_diffMaxNeihgboor_2	avg	std	value
chr1	218345000	218350000	chr1	218520000	218525000	0,0,0	4.5893126	0.9926635	2.9503224	1.5183481	1.983714	3.5657625	0.74137974	4.9154053
chr1	198755000	198760000	chr1	199555000	199560000	0,0,0	4.2899413	0.99820036	1.9974931	3.4963307	3.529512	3.212988	1.6974657	6.3208375
chr1	20690000	20695000	chr1	21195000	21200000	0,0,0	6.428857	0.99969345	3.514033	3.024799	4.2194495	5.402178	1.916075	8.090888
chr1	151445000	151450000	chr1	151825000	151830000	0,0,0	3.1990368	0.9924846	2.0974624	1.6309991	1.8162237	3.4415376	1.1510667	4.8913145
chr1	63615000	63620000	chr1	64135000	64140000	0,0,0	2.64919	0.97214377	1.6692024	1.6608443	2.3164902	3.9681828	1.1376697	5.444489
chr1	166905000	166910000	chr1	167220000	167225000	0,0,0	3.073616	1.0	1.7970645	0.84396905	1.4293358	2.102615	0.36720884	2.85281
chr1	171800000	171805000	chr1	171980000	171985000	0,0,0	7.742919	0.9998867	4.0970755	3.1148098	5.127612	6.3176236	1.789349	9.086344
chr1	8560000	8565000	chr1	8725000	8730000	0,0,0	4.7231035	0.99871224	2.5807965	2.3125777	3.560621	4.599914	1.1616417	6.6555386
chr1	116400000	116410000	chr1	116470000	116480000	0,0,0	2.1995234	0.96020293	1.5702989	1.7958655	2.055187	5.010365	0.876698	6.6066904
chr1	198770000	198775000	chr1	198935000	198940000	0,0,0	2.378953	0.93507993	1.6290334	0.514657	1.0897332	2.277409	0.28827068	2.7348819
chr1	224510000	224520000	chr1	224700000	224710000	0,0,0	2.3709803	0.9772495	1.5736785	1.1790507	2.3966928	4.635337	1.0457128	5.6833816
chr1	107430000	107435000	chr1	107745000	107750000	0,0,0	6.5822	0.99981165	3.395275	3.3858225	4.7966	5.568482	2.0046499	8.578102
chr1	78125000	78130000	chr1	78675000	78680000	0,0,0	4.6352386	0.9993969	2.3010368	2.9231453	4.3722444	4.815885	1.7907228	7.414237
chr1	24680000	24690000	chr1	25050000	25060000	0,0,0	2.7166734	0.99412215	1.7950286	1.5433238	1.9514376	3.7652483	0.87169725	5.1370916
chr1	35635000	35640000	chr1	35715000	35720000	0,0,0	1.9664637	0.9444652	1.3630453	0.67764175	1.0473204	2.2886972	0.3580393	2.8910456
chr1	56755000	56760000	chr1	56800000	56805000	0,0,0	2.8457055	1.0	1.5433215	1.0577264	1.1920947	1.4663833	0.376077	2.4065845
chr1	151600000	151605000	chr1	151835000	151840000	0,0,0	2.8028164	0.98495495	1.7343096	1.6080933	1.6960483	2.7677276	0.7657183	4.1971436
chr1	66995000	67000000	chr1	67150000	67155000	0,0,0	3.8166826	0.98921174	2.214799	1.7335501	2.1038034	2.9888353	0.87640154	4.5297685
chr1	235510000	235515000	chr1	235730000	235735000	0,0,0	2.8422942	0.9819544	1.8424594	1.0015117	1.7062014	3.1250377	0.56560934	4.01527
chr1	217745000	217750000	chr1	218170000	218175000	0,0,0	3.7037756	0.9942898	1.6865978	2.6986916	3.0468504	2.7671995	1.1638887	5.1660366
chr1	61045000	61050000	chr1	61590000	61595000	0,0,0	3.152928	0.9954589	1.7271339	2.2058551	2.7091906	3.4343896	1.3630394	5.3951497
chr1	74770000	74775000	chr1	75200000	75205000	0,0,0	11.172182	0.99999917	3.9750316	8.15901	9.999694	6.7348933	2.706575	13.987347
chr1	176890000	176895000	chr1	177780000	177785000	0,0,0	2.6758974	0.9724882	1.8660616	1.3123987	1.9253341	4.292639	1.0667605	5.459215
chr1	153575000	153580000	chr1	153750000	153755000	0,0,0	3.376731	1.0	1.8455493	1.4696825	1.5535645	1.9234685	0.75928926	3.2298532
chr1	100460000	100465000	chr1	100865000	100870000	0,0,0	6.642487	0.9998379	4.083411	1.9690903	4.269464	6.9777694	1.307183	8.728072
chr1	8560000	8565000	chr1	8835000	8840000	0,0,0	5.103676	0.99731576	2.3843708	3.0592885	3.3996775	3.2015948	1.0735945	5.9209623
chr1	236760000	236765000	chr1	237380000	237385000	0,0,0	2.4634986	0.9737766	1.4510487	1.2259456	1.7254287	2.5517502	0.7544618	3.6414795
chr1	39605000	39610000	chr1	39715000	39720000	0,0,0	3.374082	0.9828244	2.0695224	1.0800382	1.9155674	3.1046515	0.75228995	4.0646853
chr1	47525000	47530000	chr1	47710000	47715000	0,0,0	5.862718	0.9997079	3.1765213	2.8107977	4.421492	5.6406436	1.2047557	8.139131
chr1	167070000	167075000	chr1	167530000	167535000	0,0,0	4.193449	0.992937	2.0598814	2.5327168	2.6714892	2.7021017	1.3732328	4.9534054
chr1	84760000	84770000	chr1	84930000	84940000	0,0,0	4.714633	0.999351	2.5485783	3.1807344	5.381923	6.885245	1.4887445	9.712564
chr1	232955000	232960000	chr1	233170000	233175000	0,0,0	2.4656372	0.9557681	1.642555	1.0778396	1.0877461	2.1605537	0.6620827	3.1186333
chr1	44890000	44900000	chr1	44970000	44980000	0,0,0	2.3051836	0.9770132	1.6195312	1.7129806	1.7792057	4.1485753	0.61007524	5.671225
chr1	169920000	169925000	chr1	170680000	170685000	0,0,0	3.1003838	0.99527884	1.792047	2.3287306	2.3673449	3.2862692	1.0066988	5.356252
chr1	27100000	27105000	chr1	27280000	27285000	0,0,0	6.9558253	0.999953	3.1091201	4.7736955	6.2245836	5.7225814	2.8095238	9.965866
chr1	71760000	71770000	chr1	72310000	72320000	0,0,0	3.6700022	0.99665785	2.0132053	3.480177	3.8228774	4.792994	1.7583265	7.8864846
chr1	16080000	16085000	chr1	16240000	16245000	0,0,0	4.661942	0.9985857	2.745127	2.0679297	3.1816125	4.72365	1.2762963	6.5618105
chr1	60000000	60005000	chr1	60115000	60120000	0,0,0	2.4441957	1.0	1.5664089	0.86249924	0.87766194	1.5659176	0.45385033	2.3325834
chr1	116735000	116740000	chr1	117050000	117055000	0,0,0	5.560156	0.99971354	2.736623	3.804237	4.5715513	4.7772245	2.8286362	8.158769
chr1	95300000	95310000	chr1	96840000	96850000	0,0,0	3.4058719	0.9994052	1.8466	3.6268117	5.203109	6.584786	2.1792333	9.808619
chr1	155320000	155330000	chr1	155590000	155600000	0,0,0	2.9025512	0.99723047	1.7740141	3.583099	4.2843227	6.8162384	2.1447349	10.001215
chr1	40150000	40155000	chr1	40335000	40340000	0,0,0	3.907897	0.99912053	2.1508708	3.2519217	3.317597	4.146353	1.436419	7.0369496
chr1	175375000	175380000	chr1	176070000	176075000	0,0,0	5.1469274	0.9978607	2.6484857	2.6021504	3.361965	3.8348935	1.1101755	6.1479163
chr1	198095000	198100000	chr1	198465000	198470000	0,0,0	3.8358266	0.9969941	1.8711966	2.1989	3.5483887	3.8531888	1.2799621	5.807767
chr1	116070000	116075000	chr1	116105000	116110000	0,0,0	2.3866222	1.0	1.469702	0.7913476	0.94246674	1.525702	0.3475884	2.2291222
chr1	224640000	224650000	chr1	224840000	224850000	0,0,0	2.6318963	0.9961358	1.7563905	2.2694373	2.8793178	5.7054563	1.164012	7.7227335
chr1	241895000	241900000	chr1	242015000	242020000	0,0,0	5.5500193	1.0	2.3233402	2.7891152	3.4617612	2.8667483	1.023854	5.345962
chr1	24685000	24690000	chr1	24830000	24835000	0,0,0	8.829486	0.9999614	4.571722	3.1114578	6.101158	7.39642	1.7701936	10.162161
chr1	88735000	88740000	chr1	88875000	88880000	0,0,0	3.9439273	0.99231374	2.4349153	1.3621081	2.2297184	3.658067	0.7130814	4.8688297
chr1	119280000	119285000	chr1	119365000	119370000	0,0,0	4.0945144	1.0	2.3976822	1.5154862	1.8721826	2.714406	0.80220574	4.061505
chr1	236605000	236610000	chr1	237390000	237395000	0,0,0	3.7400298	0.9938239	1.9480386	2.430697	2.593494	2.9269717	1.3926749	5.087591
chr1	183285000	183290000	chr1	183615000	183620000	0,0,0	3.7343366	0.9873096	2.2305846	1.6298134	1.9329989	2.918637	0.98391354	4.3673596
chr1	220280000	220285000	chr1	220730000	220735000	0,0,0	2.794932	0.99566525	1.8209584	1.4061177	2.2599099	4.1917734	0.81666774	5.4416556
chr1	228900000	228905000	chr1	229215000	229220000	0,0,0	2.5254097	0.9753534	1.5292186	1.4743855	1.5454789	2.3929362	0.6524325	3.7035012
chr1	63690000	63695000	chr1	63865000	63870000	0,0,0	2.5203433	0.9450416	1.51483	0.9810275	1.318191	2.0294547	0.586977	2.9014792
chr1	84140000	84145000	chr1	84615000	84620000	0,0,0	4.586221	0.9982909	2.8031201	2.017353	2.86253	4.5792303	1.0956178	6.372433
chr1	152870000	152875000	chr1	152920000	152925000	0,0,0	3.7962556	0.9956588	1.9235934	2.0798457	3.153194	3.591426	0.966302	5.4401774
chr1	171080000	171085000	chr1	171225000	171230000	0,0,0	3.385508	0.9868356	1.7597345	1.9843153	2.2573156	2.566851	0.9490013	4.3306866
chr1	17930000	17935000	chr1	18580000	18585000	0,0,0	3.42345	0.9965289	1.6930369	2.9377356	3.0043411	3.0525513	1.2040663	5.663872
chr1	201255000	201260000	chr1	201360000	201365000	0,0,0	7.384825	0.99975073	4.167045	2.6692898	4.3146954	5.9250727	1.6649234	8.297774
chr1	112110000	112120000	chr1	112330000	112340000	0,0,0	3.110221	0.9923983	1.951244	2.1229787	2.9872773	5.066659	1.1243	6.953751
chr1	21695000	21700000	chr1	21975000	21980000	0,0,0	4.72543	0.9989865	2.54941	3.0916944	3.4152539	4.1468625	1.3741279	6.8950353
chr1	15320000	15325000	chr1	15430000	15435000	0,0,0	7.217571	0.99981976	3.0879147	4.347786	5.5342875	4.7573214	1.6961077	8.62202
chr1	152550000	152555000	chr1	152815000	152820000	0,0,0	5.2333894	1.0	2.6413243	1.9961101	2.1054487	2.2359104	0.913241	4.0102305
chr1	112390000	112395000	chr1	112710000	112715000	0,0,0	4.7118206	0.9928378	2.2831886	2.228149	2.863985	2.9588695	1.1407409	4.9394464
chr1	205785000	205790000	chr1	205910000	205915000	0,0,0	3.605837	0.9864876	2.4203665	1.2897475	1.5663728	3.158155	0.9014888	4.3045974
chr1	54070000	54075000	chr1	54815000	54820000	0,0,0	2.9459863	0.98990226	1.7189481	1.8776561	2.0521936	2.92689	0.9326392	4.595917
chr1	42920000	42925000	chr1	42955000	42960000	0,0,0	2.134814	0.93660647	1.4081581	0.60472775	1.1648383	2.2211435	0.45177844	2.7586794
chr1	221750000	221755000	chr1	222010000	222015000	0,0,0	2.6329272	0.98234326	1.3771135	1.9511333	2.0330787	2.3027143	0.73624367	4.037055
chr1	154180000	154185000	chr1	154230000	154235000	0,0,0	2.0541842	0.93081874	1.4289509	0.8449416	0.84794426	1.9202428	0.48017696	2.671302
chr1	51895000	51900000	chr1	52000000	52005000	0,0,0	4.7881484	0.9940214	2.559214	2.0285683	2.7098742	3.316928	0.93103194	5.1201
chr1	203040000	203045000	chr1	203215000	203220000	0,0,0	4.319805	0.9976375	2.5632253	1.7003503	2.9929378	4.537241	0.9582758	6.048663
chr1	37885000	37890000	chr1	37980000	37985000	0,0,0	3.4819942	1.0	2.163506	1.1427333	1.3024158	2.1512568	0.6412427	3.1670198
chr1	46035000	46040000	chr1	46220000	46225000	0,0,0	4.278544	0.99811035	2.4013073	2.1026134	3.2485192	4.4030356	1.1965675	6.2720256
chr1	112810000	112815000	chr1	113060000	113065000	0,0,0	3.8894048	0.9978514	2.0516312	2.4748094	3.2983422	3.9437277	1.1178501	6.1435585
chr1	163405000	163410000	chr1	165070000	165075000	0,0,0	4.0796766	0.99743575	2.1530612	3.7656608	4.1563544	4.837187	1.4841274	8.184442
chr1	67540000	67550000	chr1	68050000	68060000	0,0,0	4.293564	0.99874276	2.349919	2.7144969	3.3673332	4.2666197	1.1487834	6.679506
chr1	155250000	155255000	chr1	155590000	155595000	0,0,0	4.6264997	0.9995341	2.1138403	4.2815814	4.369913	3.8664715	1.75278	7.6723223
chr1	203500000	203505000	chr1	203700000	203705000	0,0,0	7.5468426	0.9999378	3.5801451	3.1145554	6.3970547	6.9169593	1.8158298	9.685452
chr1	50930000	50935000	chr1	51185000	51190000	0,0,0	3.292217	0.9927717	1.7732574	2.0355842	2.5364568	3.120854	1.0218472	4.930262
chr1	210360000	210365000	chr1	210395000	210400000	0,0,0	2.521158	1.0	1.5373527	0.7693988	1.1216829	1.7867105	0.4442586	2.4706206
chr1	86380000	86385000	chr1	86730000	86735000	0,0,0	3.8914938	0.98510706	2.2262044	1.6967579	1.9647996	2.699075	0.7423239	4.207304
chr1	218330000	218335000	chr1	219385000	219390000	0,0,0	4.5940685	0.99980855	2.496949	3.4349883	4.3892097	5.5083995	1.8357518	8.561723
chr1	30720000	30725000	chr1	30775000	30780000	0,0,0	4.4764433	0.9934374	2.1563735	1.9239144	3.1089122	3.316741	1.1477963	5.0268874
chr1	167265000	167270000	chr1	167440000	167445000	0,0,0	3.4663217	0.98462236	1.9393367	1.3176372	2.215078	3.0040424	0.7742845	4.1752753
chr1	205985000	205990000	chr1	206105000	206110000	0,0,0	4.7168417	0.99903893	2.0514405	3.707883	4.280872	3.6522684	1.4337713	6.948164
chr1	172090000	172095000	chr1	172400000	172405000	0,0,0	4.7311606	0.99956155	3.0854456	1.7352772	3.335349	6.190587	1.0012189	7.7330556
chr1	178310000	178315000	chr1	178500000	178505000	0,0,0	5.873802	1.0	2.8500118	2.9086566	2.9755254	2.9218051	1.8544048	5.5072775
chr1	65060000	65065000	chr1	65210000	65215000	0,0,0	5.027748	0.99346715	2.7449336	1.7565017	2.6912649	3.4701033	0.8069114	5.031438
chr1	237960000	237965000	chr1	238225000	238230000	0,0,0	2.1117685	0.9644064	1.5422194	0.5985015	1.106545	2.8039331	0.38676238	3.3359344
chr1	163175000	163180000	chr1	163315000	163320000	0,0,0	3.4327433	0.97294265	1.984123	1.1210136	1.8199532	2.6137133	0.7286225	3.61017
chr1	184795000	184800000	chr1	185675000	185680000	0,0,0	3.5636678	0.98415315	1.9911729	1.8020569	1.9569508	2.5433874	0.966051	4.1452155
chr1	97670000	97675000	chr1	98050000	98055000	0,0,0	3.7631476	0.9906984	1.7330223	2.5391767	2.673683	2.421006	1.1318449	4.678052
chr1	161020000	161030000	chr1	161090000	161100000	0,0,0	2.8837214	0.9893117	2.231168	1.1102312	1.7652215	5.5756097	1.1410974	6.5624824
chr1	239405000	239410000	chr1	239895000	239900000	0,0,0	4.2505074	0.9994792	2.5659895	2.2407827	3.561562	5.5690727	1.4248759	7.560879
chr1	160190000	160195000	chr1	160290000	160295000	0,0,0	3.322697	0.98812264	1.6021094	1.8832303	2.6456268	2.7595985	0.7854377	4.433581
chr1	52550000	52555000	chr1	52665000	52670000	0,0,0	3.5501182	0.98402774	1.6943461	1.9997178	2.379405	2.3598042	0.7109791	4.137331
chr1	209860000	209870000	chr1	210310000	210320000	0,0,0	3.7404256	0.9964017	2.5006766	1.2634608	2.2828627	4.5048094	0.61729777	5.627886
chr1	234150000	234155000	chr1	234310000	234315000	0,0,0	4.8926373	0.9986544	2.4204125	2.8027923	3.8186388	4.1202574	1.0829446	6.6116285
chr1	176895000	176900000	chr1	177355000	177360000	0,0,0	5.258452	0.99831784	2.658106	2.604383	3.6338787	4.0733333	1.0487324	6.3883405
chr1	32510000	32520000	chr1	32630000	32640000	0,0,0	2.275754	0.98854125	1.624909	1.6784976	2.0573916	4.990202	0.7855343	6.4821997
chr1	31460000	31465000	chr1	31545000	31550000	0,0,0	3.8395262	0.9947947	1.9867115	1.9290748	3.0004957	3.543896	0.7882751	5.258629
chr1	193185000	193190000	chr1	193750000	193755000	0,0,0	2.4368136	0.94758373	1.5185155	1.0627155	1.204976	2.0042076	0.48603666	2.9488437
chr1	152135000	152140000	chr1	152445000	152450000	0,0,0	4.054796	0.9991539	1.7747118	3.7560894	4.33872	3.7368414	1.6349019	7.0755877
chr1	227125000	227130000	chr1	227430000	227435000	0,0,0	4.7014174	0.9972888	2.4026256	2.6982102	3.1668572	3.5125704	1.1750333	5.9109793
chr1	200410000	200415000	chr1	200480000	200485000	0,0,0	3.6313615	0.9801484	2.0052502	1.6087259	1.9383047	2.4898982	0.6043123	3.919877
chr1	94540000	94545000	chr1	94595000	94600000	0,0,0	2.3460016	0.96407497	1.4378301	1.149015	1.4376811	2.3053188	0.5333192	3.3266654
chr1	181940000	181945000	chr1	182060000	182065000	0,0,0	3.6216004	1.0	1.9334356	1.2319576	1.498714	1.8083668	0.54383665	2.9034402
chr1	7045000	7050000	chr1	7645000	7650000	0,0,0	3.8996108	0.9990886	2.063187	3.0146184	3.6443224	4.3215475	1.2330605	7.0012083
chr1	200275000	200280000	chr1	200490000	200495000	0,0,0	6.9462466	0.9995917	3.7356353	2.9562511	4.1581383	5.176519	1.553557	7.8042974
chr1	204070000	204075000	chr1	204120000	204125000	0,0,0	2.7206042	0.9665476	1.5661012	1.1053871	1.7003572	2.415418	0.4711203	3.3979843
chr1	169480000	169485000	chr1	169540000	169545000	0,0,0	2.8527162	0.97040427	2.0218267	0.75787836	1.2232282	2.8468208	0.38893953	3.5204904
chr1	22970000	22975000	chr1	23275000	23280000	0,0,0	4.9877853	0.9964285	2.26518	2.523032	3.5448682	3.3926632	0.94524264	5.6353583
chr1	228000000	228005000	chr1	228510000	228515000	0,0,0	4.8792067	1.0	3.0731366	1.0834558	1.7357442	2.9746735	0.8765878	3.9377458
chr1	191120000	191130000	chr1	192440000	192450000	0,0,0	2.873545	0.99483573	1.7154858	2.4475627	3.4324071	5.218702	1.0118736	7.394313
chr1	35450000	35455000	chr1	35560000	35565000	0,0,0	4.9049373	0.9937341	2.6356819	1.7604575	2.7870917	3.5083132	0.9815029	5.073164
chr1	108690000	108695000	chr1	108890000	108895000	0,0,0	3.7422907	0.9843098	2.0718596	1.4813693	2.1573117	2.8383777	0.9338389	4.1551504
chr1	52700000	52705000	chr1	53185000	53190000	0,0,0	4.4223304	0.99506557	2.4885786	1.8121756	2.723299	3.7012465	0.90451187	5.312069
chr1	92750000	92755000	chr1	92815000	92820000	0,0,0	2.8804746	1.0	1.8201501	0.8735982	1.2150451	2.0954013	0.5315018	2.8719332
chr1	187060000	187070000	chr1	188710000	188720000	0,0,0	3.266353	0.99276364	1.7213651	3.2428293	3.5594728	4.127551	1.2045804	7.0100665
chr1	59295000	59300000	chr1	59695000	59700000	0,0,0	2.7820613	0.9911676	1.8852197	0.8852265	1.939782	3.9429529	0.58532745	4.729821
chr1	172350000	172355000	chr1	172390000	172395000	0,0,0	2.007763	1.0	1.4769878	0.43760026	0.59384173	1.578369	0.26279774	1.967347
chr1	74580000	74590000	chr1	74680000	74690000	0,0,0	2.0459983	0.94476265	1.6028849	0.52158463	1.3038176	4.1599293	0.3453073	4.62356
chr1	55375000	55380000	chr1	55475000	55480000	0,0,0	2.3518457	1.0	1.6460663	0.6113868	0.71062124	1.6239899	0.3628773	2.167445
chr1	112390000	112395000	chr1	112465000	112470000	0,0,0	5.33886	0.9972673	2.665895	2.5149353	3.3604195	3.6675801	1.2447149	5.903078
chr1	67765000	67770000	chr1	68110000	68115000	0,0,0	3.5278273	1.0	1.980772	1.1816416	1.8089781	2.4519758	0.6751062	3.5023239
chr1	175610000	175620000	chr1	176310000	176320000	0,0,0	2.6063426	0.97116745	1.5715542	1.9122231	2.3960881	3.7039294	0.97797805	5.403683
chr1	200625000	200630000	chr1	200800000	200805000	0,0,0	4.330067	0.99950856	2.5607471	2.693533	3.5176015	5.2246904	1.5195215	7.618942
chr1	181680000	181685000	chr1	181920000	181925000	0,0,0	2.8085892	0.9807886	1.6065843	1.690443	1.7979636	2.450044	0.8589021	3.95266
chr1	178090000	178095000	chr1	178280000	178285000	0,0,0	3.0396812	0.9901229	1.9377034	1.6565228	1.7876337	3.1455517	0.7965598	4.6180162
chr1	19760000	19765000	chr1	19870000	19875000	0,0,0	4.7170873	0.9963931	1.9553446	3.0044923	3.6439872	2.9548273	1.0473939	5.6254873
chr1	186495000	186500000	chr1	186555000	186560000	0,0,0	2.0074608	0.9089286	1.374771	0.7716937	0.7942452	1.7104099	0.3569305	2.39636
chr1	53020000	53030000	chr1	53180000	53190000	0,0,0	2.505496	0.9622166	1.7932739	1.4188946	1.5476514	3.8204565	0.7647182	5.0816965
chr1	155250000	155255000	chr1	155320000	155325000	0,0,0	3.3219645	0.97892267	2.0381832	1.1299119	1.7658092	2.8555908	0.6442585	3.859957
chr1	77940000	77950000	chr1	78110000	78120000	0,0,0	4.051292	0.9992404	1.7370955	3.0660944	4.8784533	4.45803	1.431754	7.1834474
chr1	109655000	109660000	chr1	109980000	109985000	0,0,0	4.324182	0.9981422	2.2987404	2.702344	3.2515912	3.8869345	1.3192558	6.2890177
chr1	232630000	232635000	chr1	233170000	233175000	0,0,0	5.9057336	0.9997511	2.3979774	4.007904	5.698208	4.736632	1.6878048	8.299213
chr1	158200000	158205000	chr1	158525000	158530000	0,0,0	3.993458	0.99277663	1.7501873	2.43836	3.108778	2.7635171	0.9240231	4.9309483
chr1	22130000	22140000	chr1	22280000	22290000	0,0,0	2.4039183	0.99165046	1.7061023	1.629955	2.2902768	5.397449	1.1487665	6.8462977
chr1	24845000	24850000	chr1	25100000	25105000	0,0,0	5.856216	0.99973494	2.6678245	3.702465	5.1553545	4.9452167	1.6584551	8.236297
chr1	98800000	98810000	chr1	99140000	99150000	0,0,0	3.0022638	0.99055994	2.0560367	2.0733156	2.265455	4.862464	1.1146505	6.7054114
chr1	165145000	165150000	chr1	165370000	165375000	0,0,0	5.188176	0.9968601	2.9104967	2.047011	2.9304676	3.944592	1.2790341	5.7641573
chr1	20215000	20220000	chr1	20365000	20370000	0,0,0	2.8064399	0.9877273	1.695662	1.3983678	2.0224283	3.157838	0.6998553	4.4008317
chr1	31660000	31665000	chr1	31780000	31785000	0,0,0	3.4991221	0.98477954	2.3757336	1.2549781	1.4721423	3.0700111	0.8212211	4.1855474
chr1	246500000	246510000	chr1	246750000	246760000	0,0,0	4.268982	0.9997981	2.4432178	2.7013686	4.335195	6.1073666	1.5568161	8.508583
chr1	88995000	89000000	chr1	89455000	89460000	0,0,0	5.109281	0.99960804	2.8352406	2.808758	4.051412	5.3484406	1.5079572	7.845115
chr1	29230000	29240000	chr1	30070000	30080000	0,0,0	3.6104877	0.99661195	1.8164052	3.5215993	4.3504972	4.7408137	1.5605057	7.8711243
chr1	58740000	58745000	chr1	59695000	59700000	0,0,0	3.716634	0.99955606	2.349946	3.3505692	4.145388	7.1522803	1.6753441	10.130564
chr1	216950000	216955000	chr1	217330000	217335000	0,0,0	2.462264	0.97062665	1.6239072	1.2417449	1.256053	2.4242601	0.65029067	3.5280335
chr1	209205000	209210000	chr1	209435000	209440000	0,0,0	3.3753424	0.99288887	1.829896	1.6203711	2.7286751	3.5062761	0.8732196	4.9466057
chr1	155930000	155935000	chr1	156060000	156065000	0,0,0	4.8442893	0.99288183	2.5238044	1.9836352	2.7097802	3.1823857	0.9085844	4.945617
chr1	220210000	220215000	chr1	220765000	220770000	0,0,0	3.9681342	0.9981127	1.9502091	2.8784792	3.5453668	3.7145953	1.3771826	6.273244
chr1	209860000	209865000	chr1	209985000	209990000	0,0,0	7.8324804	1.0	4.362876	2.472024	3.7702568	5.0355616	1.1212612	7.2329164
chr1	241530000	241535000	chr1	241605000	241610000	0,0,0	5.646455	1.0	3.1663842	1.4667823	2.4805706	3.3792832	0.73993134	4.6830897
chr1	116135000	116140000	chr1	116495000	116500000	0,0,0	8.510285	0.9999975	4.5681515	4.9775805	6.84557	8.472141	2.3763497	12.896657
chr1	20575000	20580000	chr1	20635000	20640000	0,0,0	2.8526268	0.9899414	1.6672729	1.3636037	2.3047004	3.3877158	0.7784448	4.599808
chr1	22130000	22135000	chr1	22415000	22420000	0,0,0	5.868934	0.9995077	3.0263364	3.2841709	4.1225624	4.697958	1.8215355	7.6172214
chr1	165460000	165470000	chr1	165570000	165580000	0,0,0	2.0430734	0.96815616	1.8498625	0.4088109	0.57663685	4.9223547	0.6686366	5.2857428
chr1	64265000	64270000	chr1	64825000	64830000	0,0,0	5.2513757	0.9980653	2.537893	2.5106444	3.7895038	4.016764	1.66639	6.2484484
chr1	45015000	45020000	chr1	45300000	45305000	0,0,0	8.719352	0.9999994	3.170274	7.3814993	10.559436	7.769251	2.7508085	14.330584
chr1	236105000	236110000	chr1	236490000	236495000	0,0,0	5.099315	0.99976397	3.177329	1.5648386	4.1365275	6.9614806	0.943093	8.352448
