chromosome1	x1	x2	chromosome2	y1	y2	color	APScoreAvg	ProbabilityofEnrichment	RegAPScoreAvg	Avg_diffMaxNeihgboor_1	Avg_diffMaxNeihgboor_2	avg	std	value
chr1	109545000	109550000	chr1	109770000	109775000	0,0,0	7.0304923	1.0	2.7184348	3.8763402	4.355708	3.1218557	1.5724374	6.5674915
chr1	184980000	184985000	chr1	185675000	185680000	0,0,0	3.559307	0.9897484	1.9530452	1.6908343	2.3846521	3.077832	0.92750007	4.580796
chr1	238250000	238255000	chr1	238950000	238955000	0,0,0	5.3366456	0.999972	2.7648642	3.7606213	6.013433	7.1405063	1.491045	10.483281
chr1	214805000	214810000	chr1	215520000	215525000	0,0,0	4.3740745	0.99976814	2.3871555	2.5698638	4.6560087	6.085979	1.3347713	8.370302
chr1	32710000	32715000	chr1	32770000	32775000	0,0,0	4.4327826	0.99881727	2.0775197	2.8965845	4.1477823	4.165888	1.099915	6.74063
chr1	15595000	15600000	chr1	15740000	15745000	0,0,0	4.590512	0.9967633	2.4128897	2.2489762	3.1254609	3.7347057	0.8903773	5.7337956
chr1	184805000	184810000	chr1	184980000	184985000	0,0,0	8.538649	0.99998057	3.7160637	4.9388747	7.1041656	6.458263	2.186253	10.848374
chr1	226125000	226130000	chr1	226195000	226200000	0,0,0	4.088625	0.9885465	1.9535706	1.8346244	2.729821	2.8391445	0.8006813	4.4699216
chr1	210585000	210590000	chr1	210945000	210950000	0,0,0	2.722212	0.99134445	1.8007329	1.3207635	1.8519768	3.5760357	0.8168813	4.750048
chr1	223810000	223820000	chr1	224050000	224060000	0,0,0	3.1749454	0.9966979	1.6370867	2.058465	3.295152	3.8840418	0.8961411	5.7137885
chr1	29910000	29915000	chr1	30085000	30090000	0,0,0	3.173504	0.9936265	1.6937681	2.0955517	2.6359165	3.1934166	0.89283633	5.0561295
chr1	37450000	37455000	chr1	37680000	37685000	0,0,0	4.150705	1.0	2.285892	1.6377027	1.8791678	2.387629	0.6149009	3.843365
chr1	201145000	201150000	chr1	201220000	201225000	0,0,0	3.1183295	1.0	1.9143186	1.0054408	1.319223	2.1262715	0.52098936	3.019997
chr1	61450000	61460000	chr1	61840000	61850000	0,0,0	3.6316793	0.99787706	2.157683	2.0486846	2.879373	4.3345304	1.2302483	6.155583
chr1	218325000	218330000	chr1	219390000	219395000	0,0,0	4.005152	0.9996672	2.3928902	2.3274899	3.87366	5.9399724	1.6193621	8.008852
chr1	223800000	223805000	chr1	224330000	224335000	0,0,0	3.1771963	0.96573406	1.9671849	1.0758848	1.4697838	2.4176111	0.53517973	3.3739533
chr1	242465000	242470000	chr1	242795000	242800000	0,0,0	3.1783168	0.98678535	1.8121701	1.6685797	2.0717068	2.8436978	0.6557572	4.32688
chr1	25110000	25120000	chr1	25190000	25200000	0,0,0	3.5197396	0.99493295	2.4112446	1.3489141	1.9264969	4.086507	0.50910014	5.2855415
chr1	67840000	67850000	chr1	68340000	68350000	0,0,0	6.069825	0.9999596	2.6981082	4.7846193	6.3886724	5.8639207	2.5346668	10.116916
chr1	160040000	160045000	chr1	160080000	160085000	0,0,0	2.6035306	0.92691183	1.8053114	0.49345252	1.0066373	2.1777356	0.23376553	2.6163602
chr1	181190000	181195000	chr1	181420000	181425000	0,0,0	13.226786	0.9999995	6.3357754	5.8689213	8.869026	9.28297	2.9414392	14.49979
chr1	94040000	94045000	chr1	94335000	94340000	0,0,0	7.7278843	0.99999154	4.2234216	3.8220003	6.365417	8.283169	2.5127475	11.680503
chr1	168340000	168350000	chr1	169330000	169340000	0,0,0	3.5846944	0.99601597	2.181724	2.1127386	3.6451907	5.810229	1.2698135	7.688218
chr1	147640000	147650000	chr1	147890000	147900000	0,0,0	4.039118	0.99983877	2.305558	3.1818573	5.9457946	8.4102335	1.7333534	11.238551
chr1	75055000	75060000	chr1	75200000	75205000	0,0,0	3.946745	1.0	2.1574945	1.5284121	1.9899102	2.5294466	0.6936979	3.8880353
chr1	10530000	10540000	chr1	10630000	10640000	0,0,0	2.5836992	0.9902981	1.7527722	1.942615	2.3823943	4.9471893	0.9648309	6.6739583
chr1	88735000	88740000	chr1	88875000	88880000	0,0,0	3.2971225	0.9648733	1.9745935	1.2286838	1.484713	2.2569788	0.59212756	3.3491418
chr1	151590000	151595000	chr1	151730000	151735000	0,0,0	3.7115827	0.99638975	1.8844545	2.8486462	2.9019988	3.0924354	1.4347811	5.624565
chr1	220810000	220815000	chr1	221435000	221440000	0,0,0	4.5090013	0.9984073	1.943162	3.237934	4.1097307	3.5648172	1.2733146	6.442981
chr1	159795000	159800000	chr1	160005000	160010000	0,0,0	4.114801	1.0	2.5615108	1.110589	1.3274257	2.204803	0.5950385	3.1919932
chr1	32520000	32525000	chr1	32620000	32625000	0,0,0	3.3845456	0.98490304	1.9809479	1.6308503	1.90201	2.7440505	0.8473085	4.193695
chr1	156890000	156895000	chr1	156925000	156930000	0,0,0	2.588269	0.96152866	1.4783468	1.0798836	1.6431804	2.2982824	0.54777706	3.2581787
chr1	74500000	74505000	chr1	74685000	74690000	0,0,0	3.1677651	1.0	1.9546293	0.82992417	1.2464029	2.038731	0.6127338	2.7764413
chr1	109545000	109550000	chr1	109625000	109630000	0,0,0	7.100266	1.0	2.8853674	3.8433986	4.57322	3.5859523	1.5447861	7.0023065
chr1	103105000	103110000	chr1	103460000	103465000	0,0,0	3.9900522	0.9991599	2.1348634	2.3298225	3.9805894	5.011735	1.3353281	7.082688
chr1	47735000	47740000	chr1	48055000	48060000	0,0,0	4.3313	0.99330413	2.4006834	1.7016308	2.6362214	3.494222	1.179672	5.006783
chr1	178540000	178545000	chr1	179000000	179005000	0,0,0	8.226486	0.9999964	4.223021	5.2185187	6.9324718	7.909634	2.0339832	12.548317
chr1	228825000	228830000	chr1	229225000	229230000	0,0,0	2.2932682	0.9689961	1.5698767	0.83915186	1.2926813	2.728091	0.74722344	3.4740036
chr1	161485000	161490000	chr1	161740000	161745000	0,0,0	7.867208	1.0	4.0565724	2.3583028	3.5656428	4.1730523	1.3230103	6.269322
chr1	169925000	169930000	chr1	170760000	170765000	0,0,0	3.0266998	0.99689937	1.9062041	1.7418151	2.470613	4.2284675	1.1190443	5.776747
chr1	229255000	229260000	chr1	229480000	229485000	0,0,0	8.331495	0.9999307	3.3826756	5.331356	6.223675	4.838943	2.025241	9.577926
chr1	162510000	162520000	chr1	162800000	162810000	0,0,0	3.0785906	0.99785244	1.7382908	2.1976917	3.0806675	4.1905594	1.4065801	6.144063
chr1	43230000	43235000	chr1	43410000	43415000	0,0,0	7.1446667	0.9997643	3.7762241	3.0631835	4.622446	5.6311417	1.2072867	8.3539715
chr1	210140000	210145000	chr1	210400000	210405000	0,0,0	3.5642495	0.9726037	1.9192191	1.3166937	1.9361501	2.427325	0.5468583	3.5977194
chr1	178600000	178610000	chr1	178720000	178730000	0,0,0	2.499828	0.98549914	1.8693773	1.565781	1.6640589	4.817798	0.7947559	6.209604
chr1	62290000	62295000	chr1	62405000	62410000	0,0,0	3.87891	0.9872102	2.2173495	1.5060961	2.1648436	3.0208077	0.9202201	4.35956
chr1	163075000	163080000	chr1	163315000	163320000	0,0,0	4.563436	0.99167466	2.4424741	2.0742307	2.4406557	2.9451866	1.2446121	4.788947
chr1	175370000	175375000	chr1	175745000	175750000	0,0,0	3.0749028	0.99540865	1.7641307	2.2953532	2.4384992	3.3438199	0.8600959	5.384134
chr1	31185000	31190000	chr1	31260000	31265000	0,0,0	2.5964572	0.9543796	1.5047345	1.243717	1.4067075	1.9821947	0.6781326	3.0877209
chr1	8390000	8400000	chr1	8530000	8540000	0,0,0	2.7983084	0.9870315	2.0461938	1.4669676	1.9286921	5.0351386	0.724354	6.33911
chr1	18595000	18600000	chr1	18815000	18820000	0,0,0	6.3156986	0.9998279	2.81545	4.02649	5.4933305	5.089405	2.318084	8.668508
chr1	17660000	17665000	chr1	17825000	17830000	0,0,0	3.4711924	0.97823584	1.905216	1.4555146	1.9705143	2.5340967	0.7485463	3.8278873
chr1	224170000	224175000	chr1	224330000	224335000	0,0,0	2.7937002	0.98123413	1.6913605	1.4808847	1.7109677	2.6597853	0.6807294	3.9761271
chr1	84945000	84950000	chr1	85255000	85260000	0,0,0	10.2488165	1.0	4.223825	5.1186285	6.274968	5.067749	2.145169	9.617641
chr1	22130000	22135000	chr1	22270000	22275000	0,0,0	2.8483346	0.9624391	1.852917	1.157478	1.2134776	2.2532628	0.6161301	3.2821324
chr1	210140000	210145000	chr1	210310000	210315000	0,0,0	8.209637	0.99994314	4.0379705	3.7043207	5.909501	6.483	1.9418314	9.775729
chr1	54405000	54410000	chr1	54485000	54490000	0,0,0	5.398617	0.9961131	2.6210232	2.4461458	3.239198	3.3763728	1.1116226	5.5507245
chr1	63680000	63685000	chr1	64140000	64145000	0,0,0	3.273578	0.9933733	2.2635632	1.806637	2.5245826	5.504652	1.2831113	7.1105514
chr1	103790000	103800000	chr1	104620000	104630000	0,0,0	4.676976	0.998839	2.3859499	2.8904073	3.7282321	4.189932	1.5990118	6.7591825
chr1	165825000	165830000	chr1	165905000	165910000	0,0,0	2.9801893	1.0	1.9160321	0.75071347	1.2611344	2.265831	0.37870502	2.933132
chr1	182140000	182145000	chr1	182395000	182400000	0,0,0	5.9434776	0.9999909	2.652624	5.4994755	7.2894144	6.7156157	2.3618155	11.604038
chr1	202345000	202350000	chr1	202715000	202720000	0,0,0	3.93473	0.9931377	1.9882346	2.1974053	2.7523742	3.0289795	0.81851685	4.9822288
chr1	197695000	197700000	chr1	197850000	197855000	0,0,0	2.449911	0.9765488	1.6324471	1.127758	1.3929038	2.7507715	0.42891783	3.753223
chr1	225475000	225480000	chr1	225770000	225775000	0,0,0	6.9664135	0.99995285	3.3499036	4.135999	6.0137467	6.286892	1.6516876	9.963336
chr1	182960000	182965000	chr1	183230000	183235000	0,0,0	3.4720173	0.9954843	1.9258007	1.6860135	2.9150486	3.9020789	0.90043885	5.400758
chr1	82820000	82830000	chr1	83290000	83300000	0,0,0	3.6217742	0.9956007	1.6462563	3.140204	4.886798	4.7847843	2.2699363	7.5760765
chr1	179120000	179130000	chr1	179290000	179300000	0,0,0	2.5338972	0.97627914	1.741663	1.4227706	2.0410626	4.3695426	0.84517425	5.6342273
chr1	172740000	172745000	chr1	173415000	173420000	0,0,0	4.0970163	0.9993962	2.2736864	1.6030695	4.3533216	5.9881353	0.8536493	7.4130864
chr1	91500000	91510000	chr1	92290000	92300000	0,0,0	4.7954645	0.9999134	2.4235032	4.1014457	5.1791983	5.7091155	2.4344797	9.354845
chr1	70675000	70680000	chr1	71045000	71050000	0,0,0	4.463785	0.996329	2.2942524	2.4933858	3.012049	3.391533	1.2110438	5.607876
chr1	216750000	216755000	chr1	217660000	217665000	0,0,0	2.5677092	0.98512363	1.7719985	1.2231586	1.4261574	3.1211653	0.63651496	4.2084174
chr1	1120000	1125000	chr1	1225000	1230000	0,0,0	3.9776347	0.9976555	1.9035076	2.5790699	3.6449075	3.7637966	1.3680625	6.056303
chr1	17660000	17665000	chr1	18100000	18105000	0,0,0	4.205457	0.9951187	2.0964968	2.4795487	2.9310553	3.118843	1.0664518	5.3228865
chr1	31660000	31665000	chr1	31790000	31795000	0,0,0	4.1556563	0.9923422	2.2845535	1.5362145	2.659829	3.5070076	1.156896	4.8725314
chr1	42575000	42580000	chr1	42745000	42750000	0,0,0	7.3944793	1.0	3.026833	2.8027418	3.7350454	3.0741243	1.0999478	5.5654507
chr1	111220000	111225000	chr1	111330000	111335000	0,0,0	6.254313	0.9996892	2.8690882	3.7753592	4.943443	4.7213874	1.5669858	8.077262
chr1	169465000	169470000	chr1	169545000	169550000	0,0,0	6.2705674	0.99887574	2.5325358	3.4719672	4.589744	3.7051303	1.3072659	6.791323
chr1	186480000	186485000	chr1	186985000	186990000	0,0,0	6.188605	0.99996054	3.163722	4.2022057	5.644211	6.406229	1.9872814	10.141522
chr1	27300000	27305000	chr1	27390000	27395000	0,0,0	6.574352	1.0	3.5046604	1.8427176	3.1542997	3.9484797	1.1235943	5.5864506
chr1	237675000	237680000	chr1	237795000	237800000	0,0,0	5.0707297	1.0	2.6747541	1.7585073	2.6890988	3.270094	0.8416844	4.8332114
chr1	200310000	200315000	chr1	200410000	200415000	0,0,0	2.3985913	0.942525	1.4976444	1.0801747	1.1365067	1.896546	0.48993355	2.8567014
chr1	241525000	241530000	chr1	241625000	241630000	0,0,0	5.6094127	1.0	2.9680712	1.5358446	2.529008	3.1158843	0.90160763	4.4810796
chr1	67530000	67535000	chr1	68110000	68115000	0,0,0	6.5399623	0.99895597	2.3391895	3.9063575	4.937119	3.3930538	1.5251333	6.865371
chr1	178040000	178050000	chr1	178500000	178510000	0,0,0	4.262827	0.9978594	2.6499498	2.3055367	2.481439	4.0979595	0.8563885	6.1473255
chr1	11240000	11245000	chr1	11640000	11645000	0,0,0	6.8129807	0.9999675	2.9443254	5.6488705	6.3456874	5.3142996	2.2148707	10.335518
chr1	210950000	210955000	chr1	211130000	211135000	0,0,0	2.86563	0.9631965	1.5999467	1.3940018	1.5821254	2.0633929	0.5816277	3.3025057
chr1	221480000	221485000	chr1	221735000	221740000	0,0,0	3.3233185	0.97896385	2.299148	0.8639325	1.4276481	3.0939734	0.50986767	3.8619134
chr1	240020000	240030000	chr1	240690000	240700000	0,0,0	4.166959	0.99946564	2.4735546	3.0196362	4.793478	7.2426114	1.6048648	9.926732
chr1	84440000	84445000	chr1	84930000	84935000	0,0,0	5.446363	0.9968751	3.0246367	2.4705427	2.7728002	3.5729141	1.3440931	5.7689524
chr1	231440000	231445000	chr1	231505000	231510000	0,0,0	1.9813993	0.9234794	1.477465	0.58815825	0.7274079	2.0476542	0.3288424	2.5704613
chr1	191990000	192000000	chr1	192430000	192440000	0,0,0	2.9678252	0.99070394	1.9718171	1.7654847	2.6426883	5.153751	1.0353675	6.723071
chr1	178055000	178060000	chr1	178280000	178285000	0,0,0	5.424222	0.99967015	2.4511983	3.8163342	4.9582005	4.6253343	1.4850365	8.017632
chr1	177185000	177190000	chr1	177355000	177360000	0,0,0	2.5713508	0.9328482	1.6701268	0.7100778	1.124168	2.0698998	0.39061105	2.70108
chr1	63775000	63780000	chr1	64245000	64250000	0,0,0	3.9501417	0.99775416	2.0185082	2.876119	3.222219	3.5427468	1.3696427	6.099297
chr1	109635000	109640000	chr1	109985000	109990000	0,0,0	6.7126727	0.9994882	3.854397	2.799088	3.6424477	5.0902495	1.2678113	7.5783277
chr1	36100000	36105000	chr1	36135000	36140000	0,0,0	3.7473698	0.98233443	1.9013573	1.752313	2.2308285	2.4789448	0.8745935	4.0365562
chr1	203500000	203505000	chr1	203620000	203625000	0,0,0	2.8536184	0.9541483	2.2022994	0.49700752	0.8508657	2.6408787	0.41896296	3.082663
chr1	22980000	22985000	chr1	23265000	23270000	0,0,0	6.575452	1.0	2.5343907	3.7731404	3.885935	2.6574826	1.6535912	6.011385
chr1	232975000	232980000	chr1	233240000	233245000	0,0,0	2.5624862	0.95951086	1.7534591	0.8982452	1.1329552	2.4086137	0.44604263	3.207054
chr1	185315000	185320000	chr1	185665000	185670000	0,0,0	3.0642245	0.996455	2.0720203	1.4497603	2.130055	4.3541384	0.75172997	5.642814
chr1	203035000	203040000	chr1	203215000	203220000	0,0,0	5.5022616	0.9987273	2.7179143	3.1182706	3.7125833	3.8955045	1.1519814	6.6673007
chr1	211515000	211520000	chr1	211655000	211660000	0,0,0	5.9040236	1.0	3.066161	1.5974249	2.7762818	3.340122	0.71341586	4.7600555
chr1	219205000	219210000	chr1	219385000	219390000	0,0,0	3.6118343	0.97991693	2.0070183	1.3169789	2.054846	2.7376354	0.5961973	3.908283
chr1	169135000	169140000	chr1	169345000	169350000	0,0,0	3.4826844	0.9833269	2.1586525	1.3392832	1.7625234	2.903911	0.5546701	4.094385
chr1	48110000	48115000	chr1	48495000	48500000	0,0,0	4.850404	1.0	2.5537622	1.913855	2.461921	2.9198866	0.7707772	4.621091
chr1	155275000	155280000	chr1	155320000	155325000	0,0,0	3.5089874	0.98041403	1.8693136	1.6429188	2.0503664	2.472976	0.7999444	3.9333484
chr1	217425000	217430000	chr1	217745000	217750000	0,0,0	2.2100875	0.95017546	1.480134	0.7827289	1.1566082	2.3038	0.38506305	2.9995592
chr1	241635000	241640000	chr1	241830000	241835000	0,0,0	5.2267394	0.999295	3.0294294	2.2044802	3.6653714	5.2985196	1.2020471	7.258057
chr1	8560000	8565000	chr1	8725000	8730000	0,0,0	4.6766458	0.9994855	2.3423543	3.6155453	4.098536	4.3593144	1.488129	7.5731325
chr1	52700000	52705000	chr1	53185000	53190000	0,0,0	6.3529263	1.0	2.6254206	3.1013405	3.4717016	2.721534	1.6575594	5.478281
chr1	206490000	206495000	chr1	206585000	206590000	0,0,0	7.5185485	1.0	4.4395294	1.9818543	3.5164142	5.2823954	1.4776123	7.044044
chr1	16080000	16085000	chr1	16125000	16130000	0,0,0	2.2228737	0.9612504	1.4898999	0.8356587	1.2571399	2.5081646	0.46910676	3.2509725
chr1	28240000	28250000	chr1	28360000	28370000	0,0,0	3.3511956	0.9992367	1.8004625	3.3225965	5.231649	6.5799756	1.8345262	9.533395
chr1	35450000	35455000	chr1	35555000	35560000	0,0,0	6.808412	1.0	3.3173926	2.9572012	3.7842808	3.9403446	1.5131649	6.568968
chr1	223130000	223135000	chr1	223620000	223625000	0,0,0	4.9283023	0.9948664	2.5875957	2.1848423	2.8203583	3.3304079	0.7781348	5.27249
chr1	47740000	47745000	chr1	47930000	47935000	0,0,0	3.8254397	0.9927083	2.3907413	1.3169541	2.2255507	3.7509053	0.7997129	4.921531
chr1	151095000	151100000	chr1	151155000	151160000	0,0,0	3.4714248	0.99368346	1.8955653	1.4047067	2.8903236	3.816477	0.7585366	5.0651054
chr1	228735000	228740000	chr1	229225000	229230000	0,0,0	3.0336769	0.99277455	1.8514053	2.31049	3.1144497	4.9580207	1.2731427	7.01179
chr1	237120000	237125000	chr1	237555000	237560000	0,0,0	2.736218	0.9645959	1.5173408	1.0673081	1.7919803	2.3925564	0.5469471	3.3412745
chr1	208020000	208025000	chr1	208240000	208245000	0,0,0	5.2623553	1.0	2.6626892	2.2655659	2.7456841	3.0107787	0.92886126	5.024615
chr1	65430000	65435000	chr1	65685000	65690000	0,0,0	4.5248857	0.9973559	1.8853723	3.173219	3.8238344	3.1153975	1.6439753	5.9360366
chr1	221540000	221545000	chr1	222175000	222180000	0,0,0	2.7841382	0.98404396	1.5306143	2.6609375	2.9597492	3.7331445	1.2356838	6.0984225
chr1	234115000	234120000	chr1	234310000	234315000	0,0,0	4.853666	0.9973165	2.8889673	2.214533	2.6377919	3.9527626	1.065015	5.9212365
chr1	172610000	172615000	chr1	172715000	172720000	0,0,0	6.173354	1.0	3.856925	1.1900002	2.5760791	4.3508773	0.65719664	5.408655
chr1	67555000	67560000	chr1	67685000	67690000	0,0,0	5.520133	0.9960421	3.1777658	2.0197582	2.658345	3.7372737	1.0277684	5.532614
chr1	192805000	192810000	chr1	193020000	193025000	0,0,0	9.64733	0.999994	4.398933	4.910476	7.762986	7.6560016	2.7317832	12.020869
chr1	193175000	193180000	chr1	194295000	194300000	0,0,0	4.2197294	0.99842024	2.3861418	2.2340283	3.26298	4.4653378	0.96925783	6.4511404
chr1	53715000	53720000	chr1	53750000	53755000	0,0,0	2.858562	0.96226	1.5660728	1.3657026	1.6325461	2.0634177	0.593056	3.2773755
chr1	221740000	221745000	chr1	222005000	222010000	0,0,0	3.451068	0.99412334	1.8588706	1.9218898	2.742435	3.4289534	0.8149457	5.1372995
chr1	169935000	169940000	chr1	170075000	170080000	0,0,0	3.7156053	0.9773604	1.7915602	1.8579383	2.1362884	2.136947	0.8705063	3.7884476
chr1	184250000	184255000	chr1	184570000	184575000	0,0,0	2.5156329	0.9822988	1.6427499	1.266251	1.5542483	2.9089837	0.5457064	4.03454
chr1	42395000	42400000	chr1	42560000	42565000	0,0,0	2.879293	0.98103034	1.4581327	1.98986	2.0632012	2.1965618	0.9456256	3.9653263
chr1	24685000	24690000	chr1	24825000	24830000	0,0,0	9.591377	1.0	5.408176	3.5360575	4.513042	6.0737586	2.1324952	9.216921
chr1	180880000	180885000	chr1	181165000	181170000	0,0,0	10.781145	1.0	4.544964	4.885802	6.1031647	5.112736	1.9091605	9.455671
chr1	167060000	167070000	chr1	167210000	167220000	0,0,0	3.5003242	0.9939685	2.0362582	1.945569	3.744347	5.4884167	1.5238255	7.2178116
chr1	243705000	243710000	chr1	244270000	244275000	0,0,0	5.992644	0.99986726	2.6033223	4.7290926	5.52531	4.724374	1.6613086	8.928012
chr1	179870000	179875000	chr1	180170000	180175000	0,0,0	5.22047	0.9964004	3.20903	1.473625	2.6511137	4.3176236	1.0233486	5.6275125
chr1	204985000	204990000	chr1	205060000	205065000	0,0,0	4.435837	0.9901665	2.569102	1.4136027	2.33267	3.3659008	0.61552954	4.6224365
chr1	45510000	45515000	chr1	45570000	45575000	0,0,0	5.2110558	0.99694276	2.7281122	2.2705672	3.175963	3.7725585	1.1838926	5.79084
chr1	184070000	184075000	chr1	184220000	184225000	0,0,0	4.880963	0.99680114	2.6259787	1.9319056	3.1815858	4.028311	1.1852068	5.7455606
chr1	41575000	41580000	chr1	41795000	41800000	0,0,0	5.6886744	0.9998457	2.7786856	3.6211033	5.2051144	5.558698	1.4131423	8.777456
chr1	91995000	92000000	chr1	92285000	92290000	0,0,0	7.905596	0.9999574	3.858456	4.601676	5.7500367	5.974522	2.1414502	10.0649
chr1	76330000	76335000	chr1	77125000	77130000	0,0,0	6.541994	0.99999315	3.2320645	5.0305176	6.8876085	7.4225354	2.1905746	11.894106
