seqnames1	start1	end1	width1	strand1	seqnames2	start2	end2	width2	strand2	A	T	C
chr1	17420000	17430000	10001	*	chr1	17610000	17620000	10001	*	FALSE	FALSE	TRUE
chr1	17620000	17630000	10001	*	chr1	18580000	18590000	10001	*	FALSE	FALSE	TRUE
chr1	17630000	17640000	10001	*	chr1	18870000	18880000	10001	*	TRUE	TRUE	TRUE
chr1	18590000	18600000	10001	*	chr1	18870000	18880000	10001	*	TRUE	TRUE	TRUE
chr1	18880000	18890000	10001	*	chr1	19070000	19080000	10001	*	TRUE	TRUE	TRUE
chr1	18880000	18890000	10001	*	chr1	19250000	19260000	10001	*	TRUE	TRUE	TRUE
chr1	18880000	18890000	10001	*	chr1	19650000	19660000	10001	*	FALSE	FALSE	TRUE
chr1	18880000	18890000	10001	*	chr1	20500000	20510000	10001	*	TRUE	TRUE	FALSE
chr1	19260000	19270000	10001	*	chr1	19490000	19500000	10001	*	TRUE	FALSE	FALSE
chr1	19260000	19270000	10001	*	chr1	19660000	19670000	10001	*	FALSE	TRUE	TRUE
chr1	19350000	19360000	10001	*	chr1	19660000	19670000	10001	*	FALSE	TRUE	TRUE
chr1	19660000	19670000	10001	*	chr1	20500000	20510000	10001	*	FALSE	FALSE	TRUE
chr1	19670000	19680000	10001	*	chr1	19900000	19910000	10001	*	TRUE	FALSE	TRUE
chr1	19890000	19900000	10001	*	chr1	20090000	20100000	10001	*	FALSE	FALSE	TRUE
chr1	19910000	19920000	10001	*	chr1	20170000	20180000	10001	*	TRUE	TRUE	TRUE
chr1	19920000	19930000	10001	*	chr1	20500000	20510000	10001	*	TRUE	FALSE	FALSE
chr1	20180000	20190000	10001	*	chr1	20500000	20510000	10001	*	TRUE	TRUE	TRUE
chr1	20500000	20510000	10001	*	chr1	21660000	21670000	10001	*	FALSE	TRUE	FALSE
chr1	20510000	20520000	10001	*	chr1	21200000	21210000	10001	*	TRUE	TRUE	TRUE
chr1	20510000	20520000	10001	*	chr1	22010000	22020000	10001	*	TRUE	FALSE	FALSE
chr1	20670000	20680000	10001	*	chr1	21190000	21200000	10001	*	FALSE	FALSE	TRUE
chr1	20780000	20790000	10001	*	chr1	21200000	21210000	10001	*	TRUE	TRUE	FALSE
chr1	21210000	21220000	10001	*	chr1	21660000	21670000	10001	*	TRUE	TRUE	TRUE
chr1	21210000	21220000	10001	*	chr1	22010000	22020000	10001	*	TRUE	FALSE	FALSE
chr1	21380000	21390000	10001	*	chr1	21660000	21670000	10001	*	FALSE	TRUE	TRUE
chr1	21670000	21680000	10001	*	chr1	21970000	21980000	10001	*	TRUE	TRUE	TRUE
chr1	21670000	21680000	10001	*	chr1	22080000	22090000	10001	*	FALSE	TRUE	TRUE
chr1	22020000	22030000	10001	*	chr1	22960000	22970000	10001	*	TRUE	FALSE	FALSE
chr1	22090000	22100000	10001	*	chr1	22420000	22430000	10001	*	TRUE	TRUE	TRUE
chr1	22090000	22100000	10001	*	chr1	22650000	22660000	10001	*	FALSE	TRUE	FALSE
chr1	22090000	22100000	10001	*	chr1	22960000	22970000	10001	*	FALSE	TRUE	FALSE
chr1	22420000	22430000	10001	*	chr1	22960000	22970000	10001	*	FALSE	FALSE	TRUE
chr1	22430000	22440000	10001	*	chr1	22650000	22660000	10001	*	TRUE	TRUE	TRUE
chr1	22660000	22670000	10001	*	chr1	22960000	22970000	10001	*	TRUE	TRUE	TRUE
chr1	22720000	22730000	10001	*	chr1	22960000	22970000	10001	*	TRUE	TRUE	TRUE
chr1	22970000	22980000	10001	*	chr1	23280000	23290000	10001	*	TRUE	TRUE	FALSE
chr1	22970000	22980000	10001	*	chr1	23540000	23550000	10001	*	FALSE	TRUE	FALSE
chr1	22970000	22980000	10001	*	chr1	23750000	23760000	10001	*	TRUE	FALSE	FALSE
chr1	22970000	22980000	10001	*	chr1	24260000	24270000	10001	*	FALSE	TRUE	FALSE
chr1	23290000	23300000	10001	*	chr1	23540000	23550000	10001	*	TRUE	TRUE	FALSE
chr1	23550000	23560000	10001	*	chr1	23750000	23760000	10001	*	TRUE	FALSE	FALSE
chr1	23680000	23690000	10001	*	chr1	24050000	24060000	10001	*	FALSE	TRUE	FALSE
chr1	23680000	23690000	10001	*	chr1	24260000	24270000	10001	*	FALSE	TRUE	FALSE
chr1	24060000	24070000	10001	*	chr1	24390000	24400000	10001	*	TRUE	FALSE	FALSE
chr1	24060000	24070000	10001	*	chr1	24650000	24660000	10001	*	TRUE	FALSE	FALSE
chr1	24270000	24280000	10001	*	chr1	24640000	24650000	10001	*	FALSE	TRUE	FALSE
chr1	24400000	24410000	10001	*	chr1	24650000	24660000	10001	*	TRUE	TRUE	FALSE
chr1	24650000	24660000	10001	*	chr1	24840000	24850000	10001	*	FALSE	TRUE	FALSE
chr1	24660000	24670000	10001	*	chr1	25240000	25250000	10001	*	TRUE	FALSE	FALSE
chr1	24850000	24860000	10001	*	chr1	25110000	25120000	10001	*	FALSE	TRUE	FALSE
chr1	24850000	24860000	10001	*	chr1	25230000	25240000	10001	*	FALSE	TRUE	FALSE
chr1	25330000	25340000	10001	*	chr1	25530000	25540000	10001	*	FALSE	TRUE	FALSE
chr1	25330000	25340000	10001	*	chr1	25810000	25820000	10001	*	TRUE	TRUE	TRUE
chr1	25330000	25340000	10001	*	chr1	26460000	26470000	10001	*	TRUE	TRUE	TRUE
chr1	25410000	25420000	10001	*	chr1	25810000	25820000	10001	*	TRUE	FALSE	FALSE
chr1	25530000	25540000	10001	*	chr1	25810000	25820000	10001	*	FALSE	TRUE	TRUE
chr1	25820000	25830000	10001	*	chr1	26010000	26020000	10001	*	TRUE	FALSE	FALSE
chr1	26020000	26030000	10001	*	chr1	26460000	26470000	10001	*	TRUE	TRUE	TRUE
chr1	26250000	26260000	10001	*	chr1	26460000	26470000	10001	*	TRUE	TRUE	TRUE
chr1	26470000	26480000	10001	*	chr1	26890000	26900000	10001	*	TRUE	TRUE	TRUE
chr1	26470000	26480000	10001	*	chr1	27660000	27670000	10001	*	TRUE	FALSE	TRUE
chr1	26470000	26480000	10001	*	chr1	28220000	28230000	10001	*	FALSE	TRUE	FALSE
chr1	26590000	26600000	10001	*	chr1	26890000	26900000	10001	*	TRUE	TRUE	TRUE
chr1	26900000	26910000	10001	*	chr1	27100000	27110000	10001	*	TRUE	TRUE	FALSE
chr1	27110000	27120000	10001	*	chr1	27660000	27670000	10001	*	TRUE	FALSE	FALSE
chr1	27410000	27420000	10001	*	chr1	27660000	27670000	10001	*	TRUE	TRUE	TRUE
chr1	27670000	27680000	10001	*	chr1	28000000	28010000	10001	*	TRUE	FALSE	FALSE
chr1	27670000	27680000	10001	*	chr1	28230000	28240000	10001	*	FALSE	FALSE	TRUE
chr1	27670000	27680000	10001	*	chr1	28510000	28520000	10001	*	TRUE	FALSE	FALSE
chr1	27670000	27680000	10001	*	chr1	29220000	29230000	10001	*	FALSE	FALSE	TRUE
chr1	28010000	28020000	10001	*	chr1	28220000	28230000	10001	*	TRUE	FALSE	FALSE
chr1	28230000	28240000	10001	*	chr1	28510000	28520000	10001	*	TRUE	FALSE	FALSE
chr1	28230000	28240000	10001	*	chr1	28610000	28620000	10001	*	FALSE	TRUE	FALSE
chr1	28230000	28240000	10001	*	chr1	29220000	29230000	10001	*	FALSE	TRUE	FALSE
chr1	28520000	28530000	10001	*	chr1	28770000	28780000	10001	*	TRUE	FALSE	FALSE
chr1	28520000	28530000	10001	*	chr1	29210000	29220000	10001	*	TRUE	FALSE	FALSE
chr1	28520000	28530000	10001	*	chr1	30710000	30720000	10001	*	TRUE	FALSE	FALSE
chr1	28620000	28630000	10001	*	chr1	28880000	28890000	10001	*	FALSE	TRUE	TRUE
chr1	28890000	28900000	10001	*	chr1	29220000	29230000	10001	*	TRUE	TRUE	TRUE
chr1	29220000	29230000	10001	*	chr1	30090000	30100000	10001	*	TRUE	FALSE	FALSE
chr1	29230000	29240000	10001	*	chr1	29460000	29470000	10001	*	FALSE	TRUE	FALSE
chr1	29230000	29240000	10001	*	chr1	30710000	30720000	10001	*	TRUE	TRUE	TRUE
chr1	30100000	30110000	10001	*	chr1	30360000	30370000	10001	*	FALSE	TRUE	TRUE
chr1	30100000	30110000	10001	*	chr1	30700000	30710000	10001	*	TRUE	TRUE	TRUE
chr1	30370000	30380000	10001	*	chr1	30700000	30710000	10001	*	FALSE	TRUE	TRUE
chr1	30720000	30730000	10001	*	chr1	30930000	30940000	10001	*	TRUE	TRUE	TRUE
chr1	30720000	30730000	10001	*	chr1	31180000	31190000	10001	*	TRUE	FALSE	FALSE
chr1	30720000	30730000	10001	*	chr1	31550000	31560000	10001	*	FALSE	TRUE	FALSE
chr1	30720000	30730000	10001	*	chr1	32380000	32390000	10001	*	TRUE	TRUE	TRUE
chr1	30940000	30950000	10001	*	chr1	31180000	31190000	10001	*	TRUE	FALSE	TRUE
chr1	31190000	31200000	10001	*	chr1	31380000	31390000	10001	*	FALSE	FALSE	TRUE
chr1	31190000	31200000	10001	*	chr1	31550000	31560000	10001	*	TRUE	TRUE	TRUE
chr1	31810000	31820000	10001	*	chr1	32030000	32040000	10001	*	TRUE	TRUE	TRUE
chr1	32020000	32030000	10001	*	chr1	32430000	32440000	10001	*	FALSE	FALSE	TRUE
chr1	32060000	32070000	10001	*	chr1	32380000	32390000	10001	*	TRUE	TRUE	FALSE
chr1	32190000	32200000	10001	*	chr1	32410000	32420000	10001	*	FALSE	TRUE	TRUE
chr1	32390000	32400000	10001	*	chr1	32650000	32660000	10001	*	TRUE	TRUE	TRUE
chr1	32390000	32400000	10001	*	chr1	33090000	33100000	10001	*	TRUE	FALSE	FALSE
chr1	32390000	32400000	10001	*	chr1	33470000	33480000	10001	*	FALSE	TRUE	FALSE
chr1	32420000	32430000	10001	*	chr1	32870000	32880000	10001	*	FALSE	TRUE	TRUE
chr1	32440000	32450000	10001	*	chr1	33460000	33470000	10001	*	FALSE	FALSE	TRUE
chr1	32660000	32670000	10001	*	chr1	32870000	32880000	10001	*	FALSE	TRUE	TRUE
chr1	32880000	32890000	10001	*	chr1	33090000	33100000	10001	*	TRUE	TRUE	TRUE
chr1	33100000	33110000	10001	*	chr1	33290000	33300000	10001	*	FALSE	TRUE	FALSE
chr1	33100000	33110000	10001	*	chr1	33470000	33480000	10001	*	TRUE	TRUE	TRUE
chr1	33100000	33110000	10001	*	chr1	34740000	34750000	10001	*	TRUE	FALSE	FALSE
chr1	33470000	33480000	10001	*	chr1	34740000	34750000	10001	*	FALSE	FALSE	TRUE
chr1	33480000	33490000	10001	*	chr1	34570000	34580000	10001	*	FALSE	TRUE	FALSE
chr1	33480000	33490000	10001	*	chr1	34970000	34980000	10001	*	FALSE	TRUE	FALSE
chr1	33630000	33640000	10001	*	chr1	34570000	34580000	10001	*	FALSE	TRUE	FALSE
chr1	33630000	33640000	10001	*	chr1	34740000	34750000	10001	*	TRUE	FALSE	TRUE
chr1	34750000	34760000	10001	*	chr1	34970000	34980000	10001	*	FALSE	TRUE	FALSE
chr1	34750000	34760000	10001	*	chr1	35160000	35170000	10001	*	TRUE	FALSE	TRUE
chr1	34750000	34760000	10001	*	chr1	35400000	35410000	10001	*	FALSE	FALSE	TRUE
chr1	34750000	34760000	10001	*	chr1	35560000	35570000	10001	*	TRUE	FALSE	FALSE
chr1	34750000	34760000	10001	*	chr1	36080000	36090000	10001	*	FALSE	FALSE	TRUE
chr1	34750000	34760000	10001	*	chr1	36460000	36470000	10001	*	TRUE	FALSE	FALSE
chr1	34980000	34990000	10001	*	chr1	35450000	35460000	10001	*	FALSE	TRUE	FALSE
chr1	34980000	34990000	10001	*	chr1	36450000	36460000	10001	*	FALSE	TRUE	FALSE
chr1	35170000	35180000	10001	*	chr1	35400000	35410000	10001	*	FALSE	FALSE	TRUE
chr1	35170000	35180000	10001	*	chr1	35560000	35570000	10001	*	TRUE	FALSE	FALSE
chr1	35570000	35580000	10001	*	chr1	35800000	35810000	10001	*	TRUE	FALSE	TRUE
chr1	35800000	35810000	10001	*	chr1	36080000	36090000	10001	*	FALSE	FALSE	TRUE
chr1	36090000	36100000	10001	*	chr1	36300000	36310000	10001	*	TRUE	FALSE	TRUE
chr1	36090000	36100000	10001	*	chr1	36450000	36460000	10001	*	TRUE	TRUE	TRUE
chr1	36090000	36100000	10001	*	chr1	37680000	37690000	10001	*	FALSE	FALSE	TRUE
chr1	36460000	36470000	10001	*	chr1	37440000	37450000	10001	*	TRUE	TRUE	TRUE
chr1	36470000	36480000	10001	*	chr1	38840000	38850000	10001	*	TRUE	FALSE	FALSE
chr1	37450000	37460000	10001	*	chr1	37690000	37700000	10001	*	TRUE	TRUE	FALSE
chr1	37450000	37460000	10001	*	chr1	38010000	38020000	10001	*	FALSE	TRUE	FALSE
chr1	37450000	37460000	10001	*	chr1	38840000	38850000	10001	*	FALSE	TRUE	FALSE
chr1	37690000	37700000	10001	*	chr1	39090000	39100000	10001	*	FALSE	FALSE	TRUE
chr1	37700000	37710000	10001	*	chr1	38000000	38010000	10001	*	FALSE	TRUE	TRUE
chr1	38000000	38010000	10001	*	chr1	38840000	38850000	10001	*	TRUE	TRUE	TRUE
chr1	38850000	38860000	10001	*	chr1	39090000	39100000	10001	*	TRUE	TRUE	TRUE
chr1	38850000	38860000	10001	*	chr1	39540000	39550000	10001	*	TRUE	TRUE	FALSE
chr1	38850000	38860000	10001	*	chr1	40030000	40040000	10001	*	TRUE	TRUE	FALSE
chr1	39100000	39110000	10001	*	chr1	39510000	39520000	10001	*	TRUE	TRUE	TRUE
chr1	39100000	39110000	10001	*	chr1	39760000	39770000	10001	*	FALSE	FALSE	TRUE
chr1	39270000	39280000	10001	*	chr1	39510000	39520000	10001	*	FALSE	FALSE	TRUE
chr1	39770000	39780000	10001	*	chr1	41250000	41260000	10001	*	FALSE	FALSE	TRUE
chr1	39810000	39820000	10001	*	chr1	40030000	40040000	10001	*	TRUE	TRUE	TRUE
chr1	40040000	40050000	10001	*	chr1	40430000	40440000	10001	*	TRUE	TRUE	TRUE
chr1	40040000	40050000	10001	*	chr1	40580000	40590000	10001	*	TRUE	FALSE	FALSE
chr1	40040000	40050000	10001	*	chr1	41010000	41020000	10001	*	FALSE	TRUE	FALSE
chr1	40040000	40050000	10001	*	chr1	41230000	41240000	10001	*	TRUE	FALSE	FALSE
chr1	40100000	40110000	10001	*	chr1	40430000	40440000	10001	*	FALSE	TRUE	FALSE
chr1	40530000	40540000	10001	*	chr1	40840000	40850000	10001	*	FALSE	TRUE	FALSE
chr1	40530000	40540000	10001	*	chr1	41010000	41020000	10001	*	FALSE	TRUE	FALSE
chr1	40590000	40600000	10001	*	chr1	40840000	40850000	10001	*	TRUE	FALSE	FALSE
chr1	40590000	40600000	10001	*	chr1	40970000	40980000	10001	*	TRUE	FALSE	TRUE
chr1	40590000	40600000	10001	*	chr1	41250000	41260000	10001	*	FALSE	FALSE	TRUE
chr1	41000000	41010000	10001	*	chr1	41230000	41240000	10001	*	TRUE	TRUE	TRUE
chr1	41020000	41030000	10001	*	chr1	41490000	41500000	10001	*	FALSE	TRUE	FALSE
chr1	41020000	41030000	10001	*	chr1	42760000	42770000	10001	*	FALSE	TRUE	FALSE
chr1	41250000	41260000	10001	*	chr1	41500000	41510000	10001	*	TRUE	TRUE	FALSE
chr1	41250000	41260000	10001	*	chr1	42760000	42770000	10001	*	TRUE	FALSE	TRUE
chr1	41260000	41270000	10001	*	chr1	41540000	41550000	10001	*	FALSE	FALSE	TRUE
chr1	41550000	41560000	10001	*	chr1	42040000	42050000	10001	*	FALSE	FALSE	TRUE
chr1	41580000	41590000	10001	*	chr1	41800000	41810000	10001	*	TRUE	TRUE	TRUE
chr1	41810000	41820000	10001	*	chr1	42040000	42050000	10001	*	FALSE	FALSE	TRUE
chr1	41810000	41820000	10001	*	chr1	42130000	42140000	10001	*	FALSE	TRUE	FALSE
chr1	41810000	41820000	10001	*	chr1	42760000	42770000	10001	*	FALSE	TRUE	FALSE
chr1	42140000	42150000	10001	*	chr1	42760000	42770000	10001	*	TRUE	TRUE	TRUE
chr1	42150000	42160000	10001	*	chr1	42340000	42350000	10001	*	TRUE	FALSE	TRUE
chr1	42350000	42360000	10001	*	chr1	42760000	42770000	10001	*	TRUE	FALSE	FALSE
chr1	42480000	42490000	10001	*	chr1	42760000	42770000	10001	*	FALSE	FALSE	TRUE
chr1	42770000	42780000	10001	*	chr1	43180000	43190000	10001	*	TRUE	TRUE	TRUE
chr1	42770000	42780000	10001	*	chr1	44040000	44050000	10001	*	TRUE	TRUE	TRUE
chr1	42910000	42920000	10001	*	chr1	43170000	43180000	10001	*	TRUE	TRUE	FALSE
chr1	43200000	43210000	10001	*	chr1	43420000	43430000	10001	*	TRUE	TRUE	TRUE
chr1	43530000	43540000	10001	*	chr1	44040000	44050000	10001	*	FALSE	TRUE	TRUE
chr1	43660000	43670000	10001	*	chr1	43940000	43950000	10001	*	TRUE	FALSE	FALSE
chr1	43660000	43670000	10001	*	chr1	44040000	44050000	10001	*	TRUE	FALSE	FALSE
chr1	43770000	43780000	10001	*	chr1	44040000	44050000	10001	*	FALSE	TRUE	TRUE
chr1	44050000	44060000	10001	*	chr1	44600000	44610000	10001	*	FALSE	FALSE	TRUE
chr1	44050000	44060000	10001	*	chr1	44700000	44710000	10001	*	TRUE	TRUE	TRUE
chr1	44340000	44350000	10001	*	chr1	44600000	44610000	10001	*	TRUE	TRUE	TRUE
chr1	44340000	44350000	10001	*	chr1	44700000	44710000	10001	*	TRUE	TRUE	FALSE
chr1	44710000	44720000	10001	*	chr1	45010000	45020000	10001	*	TRUE	TRUE	FALSE
chr1	44710000	44720000	10001	*	chr1	45500000	45510000	10001	*	TRUE	TRUE	TRUE
chr1	44710000	44720000	10001	*	chr1	46360000	46370000	10001	*	TRUE	TRUE	TRUE
chr1	45020000	45030000	10001	*	chr1	45500000	45510000	10001	*	TRUE	TRUE	TRUE
chr1	45580000	45590000	10001	*	chr1	46200000	46210000	10001	*	FALSE	TRUE	FALSE
chr1	45590000	45600000	10001	*	chr1	46020000	46030000	10001	*	TRUE	FALSE	TRUE
chr1	45590000	45600000	10001	*	chr1	46360000	46370000	10001	*	TRUE	TRUE	TRUE
chr1	46030000	46040000	10001	*	chr1	46240000	46250000	10001	*	TRUE	FALSE	TRUE
chr1	46350000	46360000	10001	*	chr1	47070000	47080000	10001	*	TRUE	FALSE	FALSE
chr1	46360000	46370000	10001	*	chr1	47720000	47730000	10001	*	TRUE	FALSE	TRUE
chr1	46370000	46380000	10001	*	chr1	46720000	46730000	10001	*	TRUE	TRUE	TRUE
chr1	46400000	46410000	10001	*	chr1	47060000	47070000	10001	*	FALSE	TRUE	FALSE
chr1	46730000	46740000	10001	*	chr1	47070000	47080000	10001	*	TRUE	TRUE	TRUE
chr1	47070000	47080000	10001	*	chr1	47720000	47730000	10001	*	FALSE	TRUE	FALSE
chr1	47180000	47190000	10001	*	chr1	47380000	47390000	10001	*	FALSE	FALSE	TRUE
chr1	47390000	47400000	10001	*	chr1	47720000	47730000	10001	*	TRUE	FALSE	TRUE
chr1	47730000	47740000	10001	*	chr1	47940000	47950000	10001	*	TRUE	TRUE	TRUE
chr1	47730000	47740000	10001	*	chr1	48070000	48080000	10001	*	TRUE	TRUE	TRUE
chr1	47730000	47740000	10001	*	chr1	48230000	48240000	10001	*	FALSE	TRUE	FALSE
chr1	47730000	47740000	10001	*	chr1	48540000	48550000	10001	*	TRUE	FALSE	TRUE
chr1	48240000	48250000	10001	*	chr1	50350000	50360000	10001	*	FALSE	TRUE	FALSE
chr1	48250000	48260000	10001	*	chr1	48530000	48540000	10001	*	TRUE	TRUE	TRUE
chr1	48550000	48560000	10001	*	chr1	50350000	50360000	10001	*	TRUE	FALSE	TRUE
chr1	49080000	49090000	10001	*	chr1	50300000	50310000	10001	*	TRUE	FALSE	FALSE
chr1	50360000	50370000	10001	*	chr1	50600000	50610000	10001	*	FALSE	FALSE	TRUE
chr1	50360000	50370000	10001	*	chr1	50740000	50750000	10001	*	TRUE	TRUE	TRUE
chr1	50360000	50370000	10001	*	chr1	51190000	51200000	10001	*	TRUE	TRUE	FALSE
chr1	50360000	50370000	10001	*	chr1	51780000	51790000	10001	*	FALSE	TRUE	FALSE
chr1	50360000	50370000	10001	*	chr1	52030000	52040000	10001	*	TRUE	FALSE	TRUE
chr1	50750000	50760000	10001	*	chr1	51190000	51200000	10001	*	TRUE	TRUE	TRUE
chr1	50930000	50940000	10001	*	chr1	51190000	51200000	10001	*	FALSE	FALSE	TRUE
chr1	51200000	51210000	10001	*	chr1	51770000	51780000	10001	*	FALSE	FALSE	TRUE
chr1	51200000	51210000	10001	*	chr1	52000000	52010000	10001	*	FALSE	FALSE	TRUE
chr1	51310000	51320000	10001	*	chr1	51540000	51550000	10001	*	FALSE	TRUE	FALSE
chr1	51310000	51320000	10001	*	chr1	51780000	51790000	10001	*	TRUE	TRUE	FALSE
chr1	51310000	51320000	10001	*	chr1	52050000	52060000	10001	*	TRUE	FALSE	FALSE
chr1	51780000	51790000	10001	*	chr1	52030000	52040000	10001	*	TRUE	TRUE	TRUE
chr1	51790000	51800000	10001	*	chr1	52350000	52360000	10001	*	FALSE	TRUE	FALSE
chr1	51790000	51800000	10001	*	chr1	53230000	53240000	10001	*	FALSE	TRUE	FALSE
chr1	52010000	52020000	10001	*	chr1	52690000	52700000	10001	*	FALSE	FALSE	TRUE
chr1	52010000	52020000	10001	*	chr1	53250000	53260000	10001	*	FALSE	FALSE	TRUE
chr1	52040000	52050000	10001	*	chr1	52350000	52360000	10001	*	TRUE	TRUE	TRUE
chr1	52060000	52070000	10001	*	chr1	52300000	52310000	10001	*	TRUE	FALSE	FALSE
chr1	52060000	52070000	10001	*	chr1	53240000	53250000	10001	*	TRUE	FALSE	FALSE
chr1	52360000	52370000	10001	*	chr1	52690000	52700000	10001	*	TRUE	TRUE	TRUE
chr1	52700000	52710000	10001	*	chr1	53220000	53230000	10001	*	TRUE	TRUE	TRUE
chr1	53240000	53250000	10001	*	chr1	53830000	53840000	10001	*	FALSE	TRUE	FALSE
